(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: -0.08%, Hit Ratio: 47.06%, Max Drawdown: 0.11%
(100, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: -0.08%, Hit Ratio: 43.14%, Max Drawdown: 0.11%
(100, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: -0.08%, Hit Ratio: 43.4%, Max Drawdown: 0.12%
(100, 1.5, 2, 0, -0.5, 3.5, 2.5): Return: -0.08%, Hit Ratio: 40.0%, Max Drawdown: 0.12%
(100, 1.5, 2, 0, 0, 2.5, 2.5): Return: -0.08%, Hit Ratio: 40.0%, Max Drawdown: 0.11%
(100, 1.5, 2, 0.5, 0, 3, 2.5): Return: -0.08%, Hit Ratio: 38.6%, Max Drawdown: 0.12%
(100, 1.5, 2, 0.5, 0.5, 3, 2.5): Return: -0.08%, Hit Ratio: 36.84%, Max Drawdown: 0.12%
(100, 2, 1, 0, -0.5, 3.5, 2.5): Return: -0.08%, Hit Ratio: 50.0%, Max Drawdown: 0.11%
(100, 2, 1, 0, 0, 3, 2.5): Return: -0.08%, Hit Ratio: 48.65%, Max Drawdown: 0.1%
(100, 2, 1, 0.5, 0, 3, 2.5): Return: -0.08%, Hit Ratio: 41.03%, Max Drawdown: 0.11%
(100, 2, 1.5, -0.5, -0.5, 2.5, 2.5): Return: -0.08%, Hit Ratio: 44.74%, Max Drawdown: 0.09%
(100, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: -0.08%, Hit Ratio: 55.56%, Max Drawdown: 0.1%
(100, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.08%, Hit Ratio: 45.45%, Max Drawdown: 0.1%
(100, 2, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.08%, Hit Ratio: 45.45%, Max Drawdown: 0.09%
(100, 2, 2, -0.5, 0, 2.5, 2.5): Return: -0.08%, Hit Ratio: 45.45%, Max Drawdown: 0.1%
(100, 2, 2, 0, -0.5, 2.5, 2.5): Return: -0.08%, Hit Ratio: 45.45%, Max Drawdown: 0.09%
(100, 2, 2, 0, 0, 2.5, 2.5): Return: -0.08%, Hit Ratio: 45.45%, Max Drawdown: 0.09%
(100, 2, 2, 0.5, 0, 2.5, 2.5): Return: -0.08%, Hit Ratio: 40.91%, Max Drawdown: 0.09%
(30, 1, 1, -0.5, -0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 39.26%, Max Drawdown: 0.22%
(30, 1, 1, -0.5, -0.5, 3, 3.5): Return: -0.09%, Hit Ratio: 40.58%, Max Drawdown: 0.23%
(30, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 40.37%, Max Drawdown: 0.17%
(30, 1, 1.5, -0.5, -0.5, 3, 3): Return: -0.09%, Hit Ratio: 39.64%, Max Drawdown: 0.18%
(30, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: -0.09%, Hit Ratio: 40.0%, Max Drawdown: 0.19%
(30, 1, 2, -0.5, 0, 2.5, 3.5): Return: -0.09%, Hit Ratio: 40.18%, Max Drawdown: 0.18%
(30, 1, 2, -0.5, 0, 3, 3.5): Return: -0.09%, Hit Ratio: 39.82%, Max Drawdown: 0.18%
(30, 1, 2, -0.5, 0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 36.75%, Max Drawdown: 0.18%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: -0.09%, Hit Ratio: 36.75%, Max Drawdown: 0.18%
(30, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: -0.09%, Hit Ratio: 37.19%, Max Drawdown: 0.19%
(30, 1, 2, 0, 0, 2.5, 2.5): Return: -0.09%, Hit Ratio: 36.84%, Max Drawdown: 0.18%
(30, 1, 2, 0, 0, 3, 2.5): Return: -0.09%, Hit Ratio: 38.26%, Max Drawdown: 0.17%
(30, 1, 2, 0, 0, 3.5, 2.5): Return: -0.09%, Hit Ratio: 37.93%, Max Drawdown: 0.17%
(30, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 41.59%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 43.66%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0, 0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 41.89%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 40.85%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 40.28%, Max Drawdown: 0.17%
(30, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 45.35%, Max Drawdown: 0.16%
(30, 2, 1.5, -0.5, -0.5, 2.5, 2.5): Return: -0.09%, Hit Ratio: 44.19%, Max Drawdown: 0.12%
(30, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 48.89%, Max Drawdown: 0.12%
(30, 2, 1.5, -0.5, -0.5, 3, 3): Return: -0.09%, Hit Ratio: 46.81%, Max Drawdown: 0.12%
(30, 2, 1.5, 0, -0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.12%
(30, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.12%
(30, 2, 2, -0.5, 0, 2.5, 3.5): Return: -0.09%, Hit Ratio: 44.12%, Max Drawdown: 0.14%
(30, 2, 2, -0.5, 0, 3, 3.5): Return: -0.09%, Hit Ratio: 45.95%, Max Drawdown: 0.14%
(60, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 45.3%, Max Drawdown: 0.19%
(60, 1, 1, -0.5, -0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 45.3%, Max Drawdown: 0.19%
(60, 1, 1, 0, -0.5, 2.5, 2.5): Return: -0.09%, Hit Ratio: 44.44%, Max Drawdown: 0.17%
(60, 1, 1.5, 0, 0, 2.5, 3.5): Return: -0.09%, Hit Ratio: 38.18%, Max Drawdown: 0.16%
(60, 1, 1.5, 0, 0, 3, 2.5): Return: -0.09%, Hit Ratio: 40.74%, Max Drawdown: 0.15%
(60, 1, 1.5, 0, 0, 3, 3): Return: -0.09%, Hit Ratio: 40.74%, Max Drawdown: 0.15%
(60, 1, 1.5, 0, 0, 3.5, 3.5): Return: -0.09%, Hit Ratio: 39.82%, Max Drawdown: 0.17%
(60, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: -0.09%, Hit Ratio: 33.63%, Max Drawdown: 0.13%
(60, 1, 1.5, 0, 0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 33.63%, Max Drawdown: 0.13%
(60, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: -0.09%, Hit Ratio: 41.53%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 41.03%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 41.03%, Max Drawdown: 0.17%
(60, 1, 2, -0.5, 0, 2.5, 2.5): Return: -0.09%, Hit Ratio: 43.02%, Max Drawdown: 0.15%
(60, 1, 2, -0.5, 0, 2.5, 3): Return: -0.09%, Hit Ratio: 43.02%, Max Drawdown: 0.15%
(60, 1, 2, -0.5, 0, 3, 2.5): Return: -0.09%, Hit Ratio: 43.33%, Max Drawdown: 0.15%
(60, 1, 2, -0.5, 0, 3, 3): Return: -0.09%, Hit Ratio: 43.33%, Max Drawdown: 0.15%
(60, 1, 2, -0.5, 0, 3.5, 3.5): Return: -0.09%, Hit Ratio: 42.11%, Max Drawdown: 0.19%
(60, 1, 2, 0, 0.5, 2.5, 3.5): Return: -0.09%, Hit Ratio: 33.98%, Max Drawdown: 0.18%
(60, 1, 2, 0.5, -0.5, 3, 3.5): Return: -0.09%, Hit Ratio: 42.06%, Max Drawdown: 0.18%
(60, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 41.51%, Max Drawdown: 0.18%
(60, 1, 2, 0.5, -0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 41.51%, Max Drawdown: 0.18%
(60, 1, 2, 0.5, 0, 2.5, 2.5): Return: -0.09%, Hit Ratio: 42.0%, Max Drawdown: 0.15%
(60, 1, 2, 0.5, 0, 2.5, 3): Return: -0.09%, Hit Ratio: 42.0%, Max Drawdown: 0.15%
(60, 1, 2, 0.5, 0, 3, 2.5): Return: -0.09%, Hit Ratio: 41.9%, Max Drawdown: 0.15%
(60, 1, 2, 0.5, 0, 3, 3): Return: -0.09%, Hit Ratio: 41.9%, Max Drawdown: 0.15%
(60, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: -0.09%, Hit Ratio: 44.57%, Max Drawdown: 0.18%
(60, 1.5, 1, 0, -0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 44.33%, Max Drawdown: 0.2%
(60, 1.5, 1, 0, 0, 2.5, 2.5): Return: -0.09%, Hit Ratio: 44.0%, Max Drawdown: 0.2%
(60, 1.5, 1, 0, 0, 2.5, 3): Return: -0.09%, Hit Ratio: 44.0%, Max Drawdown: 0.2%
(60, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: -0.09%, Hit Ratio: 41.51%, Max Drawdown: 0.19%
(60, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 43.55%, Max Drawdown: 0.17%
(60, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: -0.09%, Hit Ratio: 41.94%, Max Drawdown: 0.17%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: -0.09%, Hit Ratio: 40.3%, Max Drawdown: 0.19%
(60, 1.5, 1.5, -0.5, 0, 3, 3.5): Return: -0.09%, Hit Ratio: 40.91%, Max Drawdown: 0.17%
(60, 1.5, 1.5, 0, -0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 42.03%, Max Drawdown: 0.18%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 3.5): Return: -0.09%, Hit Ratio: 37.14%, Max Drawdown: 0.19%
(60, 1.5, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 40.28%, Max Drawdown: 0.17%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 38.36%, Max Drawdown: 0.17%
(60, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 45.1%, Max Drawdown: 0.18%
(60, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 40.74%, Max Drawdown: 0.19%
(60, 1.5, 2, -0.5, 0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 40.74%, Max Drawdown: 0.19%
(60, 1.5, 2, 0, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 41.07%, Max Drawdown: 0.18%
(60, 1.5, 2, 0, -0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 39.29%, Max Drawdown: 0.18%
(60, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 41.07%, Max Drawdown: 0.19%
(60, 1.5, 2, 0, 0.5, 3.5, 3): Return: -0.09%, Hit Ratio: 41.07%, Max Drawdown: 0.19%
(60, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 40.68%, Max Drawdown: 0.18%
(60, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: -0.09%, Hit Ratio: 40.68%, Max Drawdown: 0.18%
(60, 1.5, 2, 0.5, 0, 3.5, 3): Return: -0.09%, Hit Ratio: 40.68%, Max Drawdown: 0.18%
(60, 2, 1.5, -0.5, -0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.15%
(60, 2, 1.5, -0.5, 0.5, 2.5, 3.5): Return: -0.09%, Hit Ratio: 39.13%, Max Drawdown: 0.13%
(100, 1, 1, 0, 0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 40.62%, Max Drawdown: 0.17%
(100, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.09%, Hit Ratio: 42.31%, Max Drawdown: 0.17%
(100, 1, 1, 0.5, 0, 3.5, 3.5): Return: -0.09%, Hit Ratio: 43.85%, Max Drawdown: 0.17%
(100, 1, 1.5, -0.5, 0, 3.5, 3): Return: -0.09%, Hit Ratio: 43.62%, Max Drawdown: 0.16%
(100, 1, 1.5, -0.5, 0.5, 3, 3): Return: -0.09%, Hit Ratio: 37.5%, Max Drawdown: 0.16%
(100, 1, 1.5, 0, 0.5, 2.5, 2.5): Return: -0.09%, Hit Ratio: 36.27%, Max Drawdown: 0.15%
(100, 1, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.09%, Hit Ratio: 38.61%, Max Drawdown: 0.16%
(100, 1, 1.5, 0.5, 0, 3, 3): Return: -0.09%, Hit Ratio: 41.67%, Max Drawdown: 0.17%
(100, 1, 2, -0.5, 0, 2.5, 3): Return: -0.09%, Hit Ratio: 43.59%, Max Drawdown: 0.16%
(100, 1, 2, -0.5, 0, 3, 3.5): Return: -0.09%, Hit Ratio: 45.12%, Max Drawdown: 0.17%
(100, 1, 2, -0.5, 0, 3.5, 3.5): Return: -0.09%, Hit Ratio: 45.78%, Max Drawdown: 0.17%
(100, 1, 2, 0, 0.5, 2.5, 3): Return: -0.09%, Hit Ratio: 39.33%, Max Drawdown: 0.16%
(100, 1, 2, 0.5, -0.5, 3, 3.5): Return: -0.09%, Hit Ratio: 41.24%, Max Drawdown: 0.19%
(100, 1, 2, 0.5, -0.5, 3.5, 3.5): Return: -0.09%, Hit Ratio: 41.84%, Max Drawdown: 0.19%
(100, 1, 2, 0.5, 0, 3, 3.5): Return: -0.09%, Hit Ratio: 42.27%, Max Drawdown: 0.19%
(100, 1, 2, 0.5, 0, 3.5, 3.5): Return: -0.09%, Hit Ratio: 42.86%, Max Drawdown: 0.19%
(100, 1.5, 1, -0.5, 0, 3, 2.5): Return: -0.09%, Hit Ratio: 44.44%, Max Drawdown: 0.12%
(100, 1.5, 1, 0, 0, 2.5, 2.5): Return: -0.09%, Hit Ratio: 42.86%, Max Drawdown: 0.11%
(100, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 37.31%, Max Drawdown: 0.12%
(100, 1.5, 1.5, 0, 0, 3, 2.5): Return: -0.09%, Hit Ratio: 40.91%, Max Drawdown: 0.12%
(100, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 38.03%, Max Drawdown: 0.12%
(100, 1.5, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 38.03%, Max Drawdown: 0.12%
(100, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 43.14%, Max Drawdown: 0.12%
(100, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: -0.09%, Hit Ratio: 42.55%, Max Drawdown: 0.12%
(100, 1.5, 2, 0, -0.5, 2.5, 2.5): Return: -0.09%, Hit Ratio: 34.0%, Max Drawdown: 0.12%
(100, 1.5, 2, 0.5, -0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 36.84%, Max Drawdown: 0.13%
(100, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 37.29%, Max Drawdown: 0.14%
(100, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: -0.09%, Hit Ratio: 38.98%, Max Drawdown: 0.13%
(100, 1.5, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 37.29%, Max Drawdown: 0.13%
(100, 2, 1, 0, 0, 3.5, 2.5): Return: -0.09%, Hit Ratio: 48.0%, Max Drawdown: 0.11%
(100, 2, 1, 0.5, -0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 38.96%, Max Drawdown: 0.11%
(100, 2, 1, 0.5, 0, 3.5, 2.5): Return: -0.09%, Hit Ratio: 40.51%, Max Drawdown: 0.12%
(100, 2, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.09%, Hit Ratio: 48.72%, Max Drawdown: 0.1%
(100, 2, 1.5, 0, 0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 44.44%, Max Drawdown: 0.11%
(100, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.09%, Hit Ratio: 45.65%, Max Drawdown: 0.11%
(100, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.09%, Hit Ratio: 40.0%, Max Drawdown: 0.12%
(30, 1, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.1%, Hit Ratio: 39.13%, Max Drawdown: 0.23%
(30, 1, 1, 0, -0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 42.18%, Max Drawdown: 0.23%
(30, 1, 1, 0, -0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 41.89%, Max Drawdown: 0.23%
(30, 1, 1.5, -0.5, -0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 39.09%, Max Drawdown: 0.17%
(30, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: -0.1%, Hit Ratio: 38.39%, Max Drawdown: 0.18%
(30, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 39.47%, Max Drawdown: 0.19%
(30, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: -0.1%, Hit Ratio: 36.67%, Max Drawdown: 0.19%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 36.67%, Max Drawdown: 0.19%
(30, 1, 2, 0, 0, 2.5, 3): Return: -0.1%, Hit Ratio: 36.21%, Max Drawdown: 0.19%
(30, 1, 2, 0, 0, 3, 3): Return: -0.1%, Hit Ratio: 37.61%, Max Drawdown: 0.19%
(30, 1, 2, 0, 0, 3.5, 3): Return: -0.1%, Hit Ratio: 37.29%, Max Drawdown: 0.19%
(30, 1, 2, 0, 0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 38.02%, Max Drawdown: 0.19%
(30, 1, 2, 0, 0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 37.7%, Max Drawdown: 0.19%
(30, 1.5, 1, 0.5, -0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 40.54%, Max Drawdown: 0.17%
(30, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 41.96%, Max Drawdown: 0.17%
(30, 1.5, 1, 0.5, -0.5, 3, 3): Return: -0.1%, Hit Ratio: 41.59%, Max Drawdown: 0.18%
(30, 1.5, 1, 0.5, -0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 41.23%, Max Drawdown: 0.17%
(30, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 37.14%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0, 0, 3, 2.5): Return: -0.1%, Hit Ratio: 44.93%, Max Drawdown: 0.19%
(30, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: -0.1%, Hit Ratio: 44.29%, Max Drawdown: 0.18%
(30, 1.5, 1.5, 0, 0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 40.0%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0, 0.5, 3, 3): Return: -0.1%, Hit Ratio: 42.47%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 38.57%, Max Drawdown: 0.17%
(30, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: -0.1%, Hit Ratio: 39.73%, Max Drawdown: 0.18%
(30, 1.5, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 39.19%, Max Drawdown: 0.18%
(30, 2, 1, -0.5, -0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 45.24%, Max Drawdown: 0.17%
(30, 2, 1, -0.5, -0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 44.32%, Max Drawdown: 0.16%
(30, 2, 1, 0, -0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 46.07%, Max Drawdown: 0.17%
(30, 2, 1, 0, -0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 46.15%, Max Drawdown: 0.16%
(30, 2, 1.5, -0.5, -0.5, 2.5, 3): Return: -0.1%, Hit Ratio: 42.22%, Max Drawdown: 0.13%
(30, 2, 1.5, 0, -0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 43.18%, Max Drawdown: 0.13%
(30, 2, 1.5, 0, -0.5, 3, 3): Return: -0.1%, Hit Ratio: 47.92%, Max Drawdown: 0.13%
(30, 2, 1.5, 0, -0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 48.0%, Max Drawdown: 0.13%
(30, 2, 2, 0.5, 0, 3, 3.5): Return: -0.1%, Hit Ratio: 40.54%, Max Drawdown: 0.16%
(30, 2, 2, 0.5, 0, 3.5, 3.5): Return: -0.1%, Hit Ratio: 41.03%, Max Drawdown: 0.15%
(60, 1, 1, 0, -0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 44.19%, Max Drawdown: 0.2%
(60, 1, 1, 0, -0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 44.19%, Max Drawdown: 0.2%
(60, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 33.04%, Max Drawdown: 0.17%
(60, 1, 1.5, 0, 0, 2.5, 2.5): Return: -0.1%, Hit Ratio: 38.68%, Max Drawdown: 0.14%
(60, 1, 1.5, 0, 0, 2.5, 3): Return: -0.1%, Hit Ratio: 38.68%, Max Drawdown: 0.14%
(60, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: -0.1%, Hit Ratio: 33.33%, Max Drawdown: 0.16%
(60, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 34.75%, Max Drawdown: 0.15%
(60, 1, 1.5, 0, 0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 34.75%, Max Drawdown: 0.15%
(60, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: -0.1%, Hit Ratio: 34.71%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 37.82%, Max Drawdown: 0.15%
(60, 1, 1.5, 0.5, 0.5, 3, 3): Return: -0.1%, Hit Ratio: 37.82%, Max Drawdown: 0.15%
(60, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 38.02%, Max Drawdown: 0.17%
(60, 1, 2, -0.5, 0, 3.5, 2.5): Return: -0.1%, Hit Ratio: 42.39%, Max Drawdown: 0.18%
(60, 1, 2, -0.5, 0, 3.5, 3): Return: -0.1%, Hit Ratio: 42.39%, Max Drawdown: 0.18%
(60, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 34.02%, Max Drawdown: 0.17%
(60, 1, 2, -0.5, 0.5, 2.5, 3): Return: -0.1%, Hit Ratio: 34.02%, Max Drawdown: 0.17%
(60, 1, 2, -0.5, 0.5, 2.5, 3.5): Return: -0.1%, Hit Ratio: 33.66%, Max Drawdown: 0.19%
(60, 1, 2, -0.5, 0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 34.95%, Max Drawdown: 0.18%
(60, 1, 2, 0, 0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 34.34%, Max Drawdown: 0.16%
(60, 1, 2, 0, 0.5, 2.5, 3): Return: -0.1%, Hit Ratio: 34.34%, Max Drawdown: 0.16%
(60, 1, 2, 0, 0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 35.92%, Max Drawdown: 0.17%
(60, 1, 2, 0, 0.5, 3, 3): Return: -0.1%, Hit Ratio: 35.92%, Max Drawdown: 0.17%
(60, 1, 2, 0, 0.5, 3.5, 3.5): Return: -0.1%, Hit Ratio: 35.19%, Max Drawdown: 0.2%
(60, 1, 2, 0.5, -0.5, 2.5, 3.5): Return: -0.1%, Hit Ratio: 41.35%, Max Drawdown: 0.18%
(60, 1, 2, 0.5, 0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 39.22%, Max Drawdown: 0.16%
(60, 1, 2, 0.5, 0.5, 2.5, 3): Return: -0.1%, Hit Ratio: 39.22%, Max Drawdown: 0.16%
(60, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: -0.1%, Hit Ratio: 46.07%, Max Drawdown: 0.18%
(60, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.1%, Hit Ratio: 43.62%, Max Drawdown: 0.2%
(60, 1.5, 1, 0, -0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 44.55%, Max Drawdown: 0.2%
(60, 1.5, 1, 0, 0, 3, 3.5): Return: -0.1%, Hit Ratio: 44.23%, Max Drawdown: 0.2%
(60, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: -0.1%, Hit Ratio: 41.75%, Max Drawdown: 0.21%
(60, 1.5, 1, 0.5, 0.5, 2.5, 3): Return: -0.1%, Hit Ratio: 41.75%, Max Drawdown: 0.21%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 42.19%, Max Drawdown: 0.19%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 40.62%, Max Drawdown: 0.2%
(60, 1.5, 1.5, -0.5, 0, 3.5, 3.5): Return: -0.1%, Hit Ratio: 39.71%, Max Drawdown: 0.19%
(60, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: -0.1%, Hit Ratio: 40.58%, Max Drawdown: 0.18%
(60, 1.5, 1.5, 0, 0, 3.5, 3): Return: -0.1%, Hit Ratio: 40.58%, Max Drawdown: 0.18%
(60, 1.5, 1.5, 0.5, -0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 40.28%, Max Drawdown: 0.19%
(60, 1.5, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 38.89%, Max Drawdown: 0.18%
(60, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: -0.1%, Hit Ratio: 35.71%, Max Drawdown: 0.2%
(60, 1.5, 1.5, 0.5, 0, 3, 2.5): Return: -0.1%, Hit Ratio: 38.57%, Max Drawdown: 0.18%
(60, 1.5, 1.5, 0.5, 0, 3, 3): Return: -0.1%, Hit Ratio: 38.57%, Max Drawdown: 0.18%
(60, 1.5, 2, 0.5, -0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 40.0%, Max Drawdown: 0.19%
(60, 1.5, 2, 0.5, -0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 38.98%, Max Drawdown: 0.19%
(60, 1.5, 2, 0.5, 0, 3, 3.5): Return: -0.1%, Hit Ratio: 41.67%, Max Drawdown: 0.18%
(60, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: -0.1%, Hit Ratio: 41.67%, Max Drawdown: 0.19%
(60, 1.5, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.1%, Hit Ratio: 40.68%, Max Drawdown: 0.19%
(60, 1.5, 2, 0.5, 0.5, 3.5, 3): Return: -0.1%, Hit Ratio: 40.68%, Max Drawdown: 0.19%
(60, 2, 1.5, 0, 0, 2.5, 3.5): Return: -0.1%, Hit Ratio: 43.18%, Max Drawdown: 0.15%
