(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: -0.11%, Hit Ratio: 44.44%, Max Drawdown: 0.13%
(100, 2, 1.5, 0, 0, 3, 2.5): Return: -0.11%, Hit Ratio: 46.51%, Max Drawdown: 0.13%
(100, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.11%, Hit Ratio: 37.5%, Max Drawdown: 0.12%
(100, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: -0.11%, Hit Ratio: 41.3%, Max Drawdown: 0.13%
(100, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.11%, Hit Ratio: 40.91%, Max Drawdown: 0.11%
(100, 2, 2, 0, 0.5, 2.5, 2.5): Return: -0.11%, Hit Ratio: 40.91%, Max Drawdown: 0.11%
(100, 2, 2, 0.5, -0.5, 3, 3): Return: -0.11%, Hit Ratio: 48.39%, Max Drawdown: 0.14%
(100, 2, 2, 0.5, 0, 3, 3): Return: -0.11%, Hit Ratio: 48.39%, Max Drawdown: 0.14%
(100, 2, 2, 0.5, 0.5, 3, 3): Return: -0.11%, Hit Ratio: 51.61%, Max Drawdown: 0.13%
(30, 1, 1, 0, -0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 39.86%, Max Drawdown: 0.24%
(30, 1, 1, 0, -0.5, 3, 3.5): Return: -0.12%, Hit Ratio: 41.72%, Max Drawdown: 0.25%
(30, 1, 1, 0, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 41.45%, Max Drawdown: 0.25%
(30, 1, 2, 0, 0, 2.5, 3.5): Return: -0.12%, Hit Ratio: 36.13%, Max Drawdown: 0.2%
(30, 1, 2, 0, 0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 36.07%, Max Drawdown: 0.2%
(30, 1, 2, 0, 0.5, 3, 3.5): Return: -0.12%, Hit Ratio: 37.3%, Max Drawdown: 0.22%
(30, 1, 2, 0, 0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 37.01%, Max Drawdown: 0.22%
(30, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 39.52%, Max Drawdown: 0.19%
(30, 1.5, 1, 0.5, -0.5, 3, 3.5): Return: -0.12%, Hit Ratio: 40.87%, Max Drawdown: 0.2%
(30, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 40.52%, Max Drawdown: 0.19%
(30, 1.5, 1.5, -0.5, 0, 3, 2.5): Return: -0.12%, Hit Ratio: 43.28%, Max Drawdown: 0.21%
(30, 1.5, 1.5, -0.5, 0, 3.5, 3): Return: -0.12%, Hit Ratio: 42.86%, Max Drawdown: 0.21%
(30, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: -0.12%, Hit Ratio: 33.82%, Max Drawdown: 0.19%
(30, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: -0.12%, Hit Ratio: 35.21%, Max Drawdown: 0.2%
(30, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 35.14%, Max Drawdown: 0.2%
(30, 1.5, 1.5, 0, 0, 2.5, 3): Return: -0.12%, Hit Ratio: 40.0%, Max Drawdown: 0.2%
(30, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 38.67%, Max Drawdown: 0.19%
(30, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 37.33%, Max Drawdown: 0.2%
(30, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: -0.12%, Hit Ratio: 40.0%, Max Drawdown: 0.2%
(30, 2, 1, -0.5, -0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 41.67%, Max Drawdown: 0.18%
(30, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 42.86%, Max Drawdown: 0.18%
(30, 2, 1, 0, -0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 42.05%, Max Drawdown: 0.18%
(30, 2, 1.5, -0.5, -0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 40.82%, Max Drawdown: 0.15%
(30, 2, 1.5, -0.5, -0.5, 3, 3.5): Return: -0.12%, Hit Ratio: 44.0%, Max Drawdown: 0.15%
(30, 2, 1.5, 0, -0.5, 3, 3.5): Return: -0.12%, Hit Ratio: 45.1%, Max Drawdown: 0.16%
(30, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 45.28%, Max Drawdown: 0.15%
(30, 2, 1.5, 0.5, -0.5, 2.5, 2.5): Return: -0.12%, Hit Ratio: 38.64%, Max Drawdown: 0.15%
(30, 2, 1.5, 0.5, -0.5, 3, 3): Return: -0.12%, Hit Ratio: 41.67%, Max Drawdown: 0.16%
(30, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 42.0%, Max Drawdown: 0.15%
(60, 1, 1, 0, 0, 3, 3.5): Return: -0.12%, Hit Ratio: 41.91%, Max Drawdown: 0.2%
(60, 1, 1.5, -0.5, 0, 3, 3.5): Return: -0.12%, Hit Ratio: 38.46%, Max Drawdown: 0.2%
(60, 1, 1.5, 0.5, 0, 3, 2.5): Return: -0.12%, Hit Ratio: 39.66%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, 0, 3, 3): Return: -0.12%, Hit Ratio: 39.66%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 36.13%, Max Drawdown: 0.18%
(60, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 37.5%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 37.5%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 37.7%, Max Drawdown: 0.19%
(60, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 34.31%, Max Drawdown: 0.19%
(60, 1, 2, -0.5, 0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 34.31%, Max Drawdown: 0.19%
(60, 1, 2, 0, 0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 35.24%, Max Drawdown: 0.19%
(60, 1, 2, 0, 0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 35.24%, Max Drawdown: 0.19%
(60, 1, 2, 0.5, 0, 2.5, 3.5): Return: -0.12%, Hit Ratio: 41.35%, Max Drawdown: 0.18%
(60, 1, 2, 0.5, 0, 3, 3.5): Return: -0.12%, Hit Ratio: 42.06%, Max Drawdown: 0.17%
(60, 1.5, 1, -0.5, -0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 43.96%, Max Drawdown: 0.21%
(60, 1.5, 1, -0.5, 0, 2.5, 2.5): Return: -0.12%, Hit Ratio: 42.27%, Max Drawdown: 0.22%
(60, 1.5, 1, -0.5, 0, 2.5, 3): Return: -0.12%, Hit Ratio: 42.27%, Max Drawdown: 0.22%
(60, 1.5, 1, -0.5, 0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 39.05%, Max Drawdown: 0.21%
(60, 1.5, 1, 0, -0.5, 3, 2.5): Return: -0.12%, Hit Ratio: 45.92%, Max Drawdown: 0.21%
(60, 1.5, 1, 0, -0.5, 3, 3): Return: -0.12%, Hit Ratio: 44.9%, Max Drawdown: 0.21%
(60, 1.5, 1, 0, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 43.69%, Max Drawdown: 0.22%
(60, 1.5, 1, 0, 0, 3, 2.5): Return: -0.12%, Hit Ratio: 44.55%, Max Drawdown: 0.21%
(60, 1.5, 1, 0, 0, 3, 3): Return: -0.12%, Hit Ratio: 44.55%, Max Drawdown: 0.21%
(60, 1.5, 1, 0, 0, 3.5, 3.5): Return: -0.12%, Hit Ratio: 43.4%, Max Drawdown: 0.22%
(60, 1.5, 1, 0.5, -0.5, 2.5, 2.5): Return: -0.12%, Hit Ratio: 40.59%, Max Drawdown: 0.22%
(60, 1.5, 1, 0.5, -0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 39.6%, Max Drawdown: 0.22%
(60, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: -0.12%, Hit Ratio: 41.18%, Max Drawdown: 0.22%
(60, 1.5, 1, 0.5, 0, 2.5, 3): Return: -0.12%, Hit Ratio: 41.18%, Max Drawdown: 0.22%
(60, 1.5, 1.5, -0.5, 0, 3.5, 2.5): Return: -0.12%, Hit Ratio: 40.0%, Max Drawdown: 0.2%
(60, 1.5, 1.5, -0.5, 0, 3.5, 3): Return: -0.12%, Hit Ratio: 40.0%, Max Drawdown: 0.2%
(60, 1.5, 1.5, 0.5, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 39.19%, Max Drawdown: 0.2%
(60, 1.5, 1.5, 0.5, 0, 3, 3.5): Return: -0.12%, Hit Ratio: 38.89%, Max Drawdown: 0.2%
(60, 1.5, 2, 0.5, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 39.34%, Max Drawdown: 0.21%
(60, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 40.98%, Max Drawdown: 0.21%
(60, 2, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 45.12%, Max Drawdown: 0.19%
(60, 2, 1, 0, -0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 46.51%, Max Drawdown: 0.21%
(60, 2, 1.5, 0, -0.5, 3, 2.5): Return: -0.12%, Hit Ratio: 55.56%, Max Drawdown: 0.15%
(60, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 51.02%, Max Drawdown: 0.15%
(60, 2, 1.5, 0, 0.5, 3, 2.5): Return: -0.12%, Hit Ratio: 42.55%, Max Drawdown: 0.14%
(60, 2, 1.5, 0, 0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 41.67%, Max Drawdown: 0.15%
(60, 2, 1.5, 0, 0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 42.86%, Max Drawdown: 0.15%
(60, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 41.18%, Max Drawdown: 0.15%
(60, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: -0.12%, Hit Ratio: 50.0%, Max Drawdown: 0.14%
(60, 2, 1.5, 0.5, -0.5, 3, 3): Return: -0.12%, Hit Ratio: 48.94%, Max Drawdown: 0.15%
(60, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 48.94%, Max Drawdown: 0.15%
(60, 2, 1.5, 0.5, 0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 41.67%, Max Drawdown: 0.15%
(60, 2, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 42.86%, Max Drawdown: 0.14%
(100, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 37.69%, Max Drawdown: 0.18%
(100, 1, 1, 0, 0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 40.0%, Max Drawdown: 0.2%
(100, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.12%, Hit Ratio: 36.79%, Max Drawdown: 0.19%
(100, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: -0.12%, Hit Ratio: 37.38%, Max Drawdown: 0.19%
(100, 1, 1.5, 0, 0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 36.54%, Max Drawdown: 0.18%
(100, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.12%, Hit Ratio: 38.83%, Max Drawdown: 0.19%
(100, 1, 1.5, 0.5, 0, 2.5, 2.5): Return: -0.12%, Hit Ratio: 37.25%, Max Drawdown: 0.18%
(100, 1, 1.5, 0.5, 0, 3, 3.5): Return: -0.12%, Hit Ratio: 40.91%, Max Drawdown: 0.2%
(100, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: -0.12%, Hit Ratio: 41.44%, Max Drawdown: 0.2%
(100, 1, 2, -0.5, 0, 2.5, 3.5): Return: -0.12%, Hit Ratio: 42.5%, Max Drawdown: 0.18%
(100, 1, 2, 0, 0.5, 2.5, 3.5): Return: -0.12%, Hit Ratio: 38.46%, Max Drawdown: 0.19%
(100, 1.5, 1, 0, -0.5, 3, 3): Return: -0.12%, Hit Ratio: 46.15%, Max Drawdown: 0.16%
(100, 1.5, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.12%, Hit Ratio: 38.71%, Max Drawdown: 0.13%
(100, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: -0.12%, Hit Ratio: 36.92%, Max Drawdown: 0.13%
(100, 1.5, 1.5, 0.5, 0, 3.5, 2.5): Return: -0.12%, Hit Ratio: 36.99%, Max Drawdown: 0.15%
(100, 1.5, 2, 0, 0.5, 2.5, 2.5): Return: -0.12%, Hit Ratio: 34.0%, Max Drawdown: 0.13%
(100, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: -0.12%, Hit Ratio: 31.37%, Max Drawdown: 0.14%
(100, 2, 1, -0.5, -0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 48.61%, Max Drawdown: 0.14%
(100, 2, 1, -0.5, 0.5, 3, 2.5): Return: -0.12%, Hit Ratio: 37.8%, Max Drawdown: 0.14%
(100, 2, 1, -0.5, 0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 38.55%, Max Drawdown: 0.14%
(100, 2, 1, 0.5, 0, 2.5, 2.5): Return: -0.12%, Hit Ratio: 37.33%, Max Drawdown: 0.13%
(100, 2, 1, 0.5, 0.5, 3.5, 2.5): Return: -0.12%, Hit Ratio: 38.55%, Max Drawdown: 0.14%
(100, 2, 1.5, 0, 0, 3.5, 2.5): Return: -0.12%, Hit Ratio: 46.67%, Max Drawdown: 0.13%
(100, 2, 2, -0.5, -0.5, 3, 3): Return: -0.12%, Hit Ratio: 55.17%, Max Drawdown: 0.14%
(100, 2, 2, -0.5, 0.5, 3, 3): Return: -0.12%, Hit Ratio: 56.67%, Max Drawdown: 0.14%
(100, 2, 2, 0, -0.5, 3, 3): Return: -0.12%, Hit Ratio: 58.62%, Max Drawdown: 0.14%
(100, 2, 2, 0, 0, 3, 3): Return: -0.12%, Hit Ratio: 58.62%, Max Drawdown: 0.14%
(100, 2, 2, 0, 0.5, 3, 3): Return: -0.12%, Hit Ratio: 60.0%, Max Drawdown: 0.14%
(100, 2, 2, 0, 0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 59.38%, Max Drawdown: 0.15%
(100, 2, 2, 0.5, -0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 48.48%, Max Drawdown: 0.15%
(100, 2, 2, 0.5, 0, 3.5, 3): Return: -0.12%, Hit Ratio: 48.48%, Max Drawdown: 0.15%
(100, 2, 2, 0.5, 0.5, 3.5, 3): Return: -0.12%, Hit Ratio: 51.52%, Max Drawdown: 0.14%
(30, 1, 2, 0, 0.5, 2.5, 3.5): Return: -0.13%, Hit Ratio: 36.0%, Max Drawdown: 0.22%
(30, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 38.84%, Max Drawdown: 0.19%
(30, 1, 2, 0.5, -0.5, 3, 2.5): Return: -0.13%, Hit Ratio: 39.84%, Max Drawdown: 0.19%
(30, 1, 2, 0.5, -0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 38.89%, Max Drawdown: 0.2%
(30, 1.5, 1, 0.5, -0.5, 2.5, 3.5): Return: -0.13%, Hit Ratio: 39.13%, Max Drawdown: 0.2%
(30, 1.5, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.13%, Hit Ratio: 40.91%, Max Drawdown: 0.21%
(30, 1.5, 1.5, -0.5, 0, 3, 3): Return: -0.13%, Hit Ratio: 42.03%, Max Drawdown: 0.22%
(30, 1.5, 1.5, -0.5, 0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 32.86%, Max Drawdown: 0.2%
(30, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 34.25%, Max Drawdown: 0.21%
(30, 1.5, 1.5, 0, 0, 3, 3.5): Return: -0.13%, Hit Ratio: 41.1%, Max Drawdown: 0.22%
(30, 1.5, 1.5, 0, 0, 3.5, 3.5): Return: -0.13%, Hit Ratio: 40.54%, Max Drawdown: 0.22%
(30, 2, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.13%, Hit Ratio: 40.91%, Max Drawdown: 0.19%
(30, 2, 1, -0.5, -0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 42.7%, Max Drawdown: 0.19%
(30, 2, 1, 0, -0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 44.09%, Max Drawdown: 0.2%
(30, 2, 1, 0, -0.5, 3.5, 3.5): Return: -0.13%, Hit Ratio: 44.21%, Max Drawdown: 0.19%
(30, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.13%, Hit Ratio: 40.0%, Max Drawdown: 0.16%
(30, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 36.96%, Max Drawdown: 0.16%
(60, 1, 1, 0, 0, 2.5, 3.5): Return: -0.13%, Hit Ratio: 41.18%, Max Drawdown: 0.21%
(60, 1, 1, 0, 0, 3.5, 3.5): Return: -0.13%, Hit Ratio: 41.3%, Max Drawdown: 0.22%
(60, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 41.61%, Max Drawdown: 0.21%
(60, 1, 1, 0.5, -0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 41.61%, Max Drawdown: 0.21%
(60, 1, 1, 0.5, -0.5, 3, 2.5): Return: -0.13%, Hit Ratio: 41.73%, Max Drawdown: 0.21%
(60, 1, 1, 0.5, -0.5, 3, 3): Return: -0.13%, Hit Ratio: 41.73%, Max Drawdown: 0.21%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: -0.13%, Hit Ratio: 36.89%, Max Drawdown: 0.21%
(60, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: -0.13%, Hit Ratio: 37.74%, Max Drawdown: 0.22%
(60, 1, 1.5, 0.5, 0, 2.5, 2.5): Return: -0.13%, Hit Ratio: 38.05%, Max Drawdown: 0.17%
(60, 1, 1.5, 0.5, 0, 2.5, 3): Return: -0.13%, Hit Ratio: 38.05%, Max Drawdown: 0.17%
(60, 1, 2, 0.5, 0.5, 2.5, 3.5): Return: -0.13%, Hit Ratio: 38.68%, Max Drawdown: 0.19%
(60, 1, 2, 0.5, 0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 39.45%, Max Drawdown: 0.19%
(60, 1, 2, 0.5, 0.5, 3.5, 2.5): Return: -0.13%, Hit Ratio: 38.89%, Max Drawdown: 0.19%
(60, 1, 2, 0.5, 0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 38.89%, Max Drawdown: 0.19%
(60, 1.5, 1, -0.5, 0, 3, 3.5): Return: -0.13%, Hit Ratio: 42.57%, Max Drawdown: 0.22%
(60, 1.5, 1, 0, -0.5, 3.5, 2.5): Return: -0.13%, Hit Ratio: 45.0%, Max Drawdown: 0.22%
(60, 1.5, 1, 0, 0.5, 3.5, 2.5): Return: -0.13%, Hit Ratio: 41.9%, Max Drawdown: 0.22%
(60, 1.5, 1, 0, 0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 41.9%, Max Drawdown: 0.22%
(60, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: -0.13%, Hit Ratio: 41.67%, Max Drawdown: 0.21%
(60, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: -0.13%, Hit Ratio: 41.9%, Max Drawdown: 0.22%
(60, 1.5, 1, 0.5, 0.5, 3, 3): Return: -0.13%, Hit Ratio: 41.9%, Max Drawdown: 0.22%
(60, 1.5, 1, 0.5, 0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 42.06%, Max Drawdown: 0.22%
(60, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: -0.13%, Hit Ratio: 37.84%, Max Drawdown: 0.22%
(60, 2, 1, -0.5, -0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 46.75%, Max Drawdown: 0.19%
(60, 2, 1, -0.5, -0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 46.15%, Max Drawdown: 0.19%
(60, 2, 1, 0, -0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 48.15%, Max Drawdown: 0.21%
(60, 2, 1, 0.5, -0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 42.86%, Max Drawdown: 0.21%
(60, 2, 1.5, -0.5, -0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 47.92%, Max Drawdown: 0.16%
(60, 2, 1.5, -0.5, -0.5, 3.5, 3.5): Return: -0.13%, Hit Ratio: 46.94%, Max Drawdown: 0.16%
(60, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.13%, Hit Ratio: 43.59%, Max Drawdown: 0.16%
(60, 2, 1.5, -0.5, 0, 2.5, 3): Return: -0.13%, Hit Ratio: 45.0%, Max Drawdown: 0.16%
(60, 2, 1.5, -0.5, 0.5, 3, 2.5): Return: -0.13%, Hit Ratio: 38.3%, Max Drawdown: 0.15%
(60, 2, 1.5, -0.5, 0.5, 3, 3): Return: -0.13%, Hit Ratio: 39.58%, Max Drawdown: 0.15%
(60, 2, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 38.0%, Max Drawdown: 0.15%
(60, 2, 1.5, -0.5, 0.5, 3.5, 2.5): Return: -0.13%, Hit Ratio: 37.5%, Max Drawdown: 0.15%
(60, 2, 1.5, -0.5, 0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 38.78%, Max Drawdown: 0.15%
(60, 2, 1.5, -0.5, 0.5, 3.5, 3.5): Return: -0.13%, Hit Ratio: 37.25%, Max Drawdown: 0.15%
(60, 2, 1.5, 0, -0.5, 3, 3): Return: -0.13%, Hit Ratio: 54.35%, Max Drawdown: 0.15%
(60, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: -0.13%, Hit Ratio: 54.35%, Max Drawdown: 0.15%
(60, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 47.92%, Max Drawdown: 0.15%
(60, 2, 1.5, 0.5, 0, 2.5, 3.5): Return: -0.13%, Hit Ratio: 42.22%, Max Drawdown: 0.17%
(100, 1, 1, -0.5, 0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 36.92%, Max Drawdown: 0.19%
(100, 1, 1, 0.5, -0.5, 2.5, 3.5): Return: -0.13%, Hit Ratio: 39.68%, Max Drawdown: 0.21%
(100, 1, 1, 0.5, 0, 2.5, 3.5): Return: -0.13%, Hit Ratio: 41.27%, Max Drawdown: 0.21%
(100, 1, 1, 0.5, 0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 38.93%, Max Drawdown: 0.2%
(100, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: -0.13%, Hit Ratio: 40.86%, Max Drawdown: 0.2%
(100, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 34.0%, Max Drawdown: 0.19%
(100, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 35.24%, Max Drawdown: 0.19%
(100, 1, 2, -0.5, 0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 36.78%, Max Drawdown: 0.19%
(100, 1, 2, 0.5, 0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 36.96%, Max Drawdown: 0.2%
(100, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: -0.13%, Hit Ratio: 46.43%, Max Drawdown: 0.15%
(100, 1.5, 1, -0.5, -0.5, 3, 3.5): Return: -0.13%, Hit Ratio: 46.51%, Max Drawdown: 0.17%
(100, 1.5, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.13%, Hit Ratio: 46.51%, Max Drawdown: 0.17%
(100, 1.5, 1, 0, -0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 45.65%, Max Drawdown: 0.17%
(100, 1.5, 1, 0, 0, 3, 3): Return: -0.13%, Hit Ratio: 45.16%, Max Drawdown: 0.16%
(100, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: -0.13%, Hit Ratio: 34.95%, Max Drawdown: 0.16%
(100, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: -0.13%, Hit Ratio: 35.58%, Max Drawdown: 0.17%
(100, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: -0.13%, Hit Ratio: 42.86%, Max Drawdown: 0.15%
(100, 1.5, 1.5, 0, -0.5, 3, 3): Return: -0.13%, Hit Ratio: 42.65%, Max Drawdown: 0.15%
(100, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 36.73%, Max Drawdown: 0.14%
(100, 1.5, 2, 0, 0, 3, 3): Return: -0.13%, Hit Ratio: 43.64%, Max Drawdown: 0.16%
(100, 1.5, 2, 0, 0, 3.5, 3): Return: -0.13%, Hit Ratio: 43.86%, Max Drawdown: 0.16%
(100, 1.5, 2, 0, 0.5, 3, 3): Return: -0.13%, Hit Ratio: 42.86%, Max Drawdown: 0.16%
(100, 1.5, 2, 0, 0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 43.1%, Max Drawdown: 0.17%
(100, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 29.41%, Max Drawdown: 0.15%
(100, 2, 1, -0.5, 0, 2.5, 2.5): Return: -0.13%, Hit Ratio: 42.25%, Max Drawdown: 0.14%
(100, 2, 1, 0.5, -0.5, 2.5, 2.5): Return: -0.13%, Hit Ratio: 35.14%, Max Drawdown: 0.13%
(100, 2, 1.5, -0.5, -0.5, 3, 3): Return: -0.13%, Hit Ratio: 50.0%, Max Drawdown: 0.14%
(100, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.13%, Hit Ratio: 37.5%, Max Drawdown: 0.13%
(100, 2, 1.5, 0, 0, 2.5, 2.5): Return: -0.13%, Hit Ratio: 37.5%, Max Drawdown: 0.14%
(100, 2, 2, -0.5, -0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 54.84%, Max Drawdown: 0.15%
(100, 2, 2, -0.5, 0, 3, 3): Return: -0.13%, Hit Ratio: 55.17%, Max Drawdown: 0.15%
(100, 2, 2, -0.5, 0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 56.25%, Max Drawdown: 0.15%
(100, 2, 2, 0, -0.5, 3.5, 3): Return: -0.13%, Hit Ratio: 58.06%, Max Drawdown: 0.15%
(100, 2, 2, 0, 0, 3.5, 3): Return: -0.13%, Hit Ratio: 58.06%, Max Drawdown: 0.15%
(30, 1, 1, 0, -0.5, 2.5, 3.5): Return: -0.14%, Hit Ratio: 39.74%, Max Drawdown: 0.25%
(30, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: -0.14%, Hit Ratio: 39.66%, Max Drawdown: 0.2%
(30, 1, 1.5, 0, -0.5, 3, 2.5): Return: -0.14%, Hit Ratio: 39.34%, Max Drawdown: 0.22%
(30, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: -0.14%, Hit Ratio: 39.02%, Max Drawdown: 0.22%
(30, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: -0.14%, Hit Ratio: 38.93%, Max Drawdown: 0.19%
