(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 2, 0, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 51.16%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 51.16%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 51.16%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 51.15%, Max Drawdown: 0.04%
(30, 1, 2, 0, -0.5, 3.5, 3.5): Return: 0.05%, Hit Ratio: 51.15%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 2.5, 2.5): Return: 0.04%, Hit Ratio: 51.61%, Max Drawdown: 0.05%
(30, 1, 2, 0, 0, 2.5, 3): Return: 0.04%, Hit Ratio: 52.38%, Max Drawdown: 0.05%
(30, 1, 2, 0, 0, 2.5, 3.5): Return: 0.04%, Hit Ratio: 52.38%, Max Drawdown: 0.05%
(30, 1, 2, 0, 0, 3, 2.5): Return: 0.07%, Hit Ratio: 52.27%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 3, 3): Return: 0.07%, Hit Ratio: 52.99%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 3, 3.5): Return: 0.07%, Hit Ratio: 52.99%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 3.5, 2.5): Return: 0.07%, Hit Ratio: 52.99%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 3.5, 3): Return: 0.07%, Hit Ratio: 52.94%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0, 3.5, 3.5): Return: 0.07%, Hit Ratio: 52.94%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 51.97%, Max Drawdown: 0.05%
(30, 1, 2, 0, 0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 52.71%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0.5, 2.5, 3.5): Return: 0.03%, Hit Ratio: 52.71%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0.5, 3, 2.5): Return: 0.05%, Hit Ratio: 52.59%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0.5, 3, 3): Return: 0.05%, Hit Ratio: 53.28%, Max Drawdown: 0.04%
(30, 1, 2, 0, 0.5, 3, 3.5): Return: 0.05%, Hit Ratio: 53.28%, Max Drawdown: 0.04%
