(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.08%, Hit Ratio: 68.85%, Max Drawdown: 0.2%
(30, 1, 1.5, 0, 0.5, 3.5, 3): Return: 0.15%, Hit Ratio: 68.85%, Max Drawdown: 0.08%
(30, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 0.16%, Hit Ratio: 73.77%, Max Drawdown: 0.08%
(30, 1, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 72.31%, Max Drawdown: 0.21%
(30, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.05%, Hit Ratio: 72.31%, Max Drawdown: 0.26%
(30, 1, 1.5, 0.5, -0.5, 2.5, 3.5): Return: -0.04%, Hit Ratio: 75.0%, Max Drawdown: 0.26%
(30, 1, 1.5, 0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 73.44%, Max Drawdown: 0.21%
(30, 1, 1.5, 0.5, -0.5, 3, 3): Return: -0.05%, Hit Ratio: 73.44%, Max Drawdown: 0.26%
(30, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: -0.04%, Hit Ratio: 77.78%, Max Drawdown: 0.26%
(30, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 73.44%, Max Drawdown: 0.21%
(30, 1, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.05%, Hit Ratio: 73.44%, Max Drawdown: 0.26%
(30, 1, 1.5, 0.5, -0.5, 3.5, 3.5): Return: -0.04%, Hit Ratio: 77.78%, Max Drawdown: 0.26%
(30, 1, 1.5, 0.5, 0, 2.5, 2.5): Return: 0.08%, Hit Ratio: 73.85%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 2.5, 3): Return: 0.03%, Hit Ratio: 73.85%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 2.5, 3.5): Return: 0.04%, Hit Ratio: 76.92%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 3, 2.5): Return: 0.08%, Hit Ratio: 75.0%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 3, 3): Return: 0.03%, Hit Ratio: 75.0%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 3, 3.5): Return: 0.04%, Hit Ratio: 79.69%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 3.5, 2.5): Return: 0.08%, Hit Ratio: 75.0%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 3.5, 3): Return: 0.03%, Hit Ratio: 75.0%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 0.04%, Hit Ratio: 79.69%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 0.07%, Hit Ratio: 69.12%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 0.14%, Hit Ratio: 69.12%, Max Drawdown: 0.08%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 0.15%, Hit Ratio: 72.06%, Max Drawdown: 0.08%
(30, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.07%, Hit Ratio: 70.15%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0.5, 3, 3): Return: 0.14%, Hit Ratio: 70.15%, Max Drawdown: 0.08%
