(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 2, 0, 0, 2.5, 3.5): Return: 2.84%, Hit Ratio: 78.85%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3, 2.5): Return: 2.89%, Hit Ratio: 78.43%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3, 3): Return: 2.9%, Hit Ratio: 78.85%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3, 3.5): Return: 2.84%, Hit Ratio: 80.77%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3.5, 2.5): Return: 2.89%, Hit Ratio: 78.43%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3.5, 3): Return: 2.9%, Hit Ratio: 78.85%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0, 3.5, 3.5): Return: 2.84%, Hit Ratio: 80.77%, Max Drawdown: 0.06%
(30, 1, 2, 0, 0.5, 2.5, 2.5): Return: 2.61%, Hit Ratio: 71.43%, Max Drawdown: 0.2%
(30, 1, 2, 0, 0.5, 2.5, 3): Return: 2.61%, Hit Ratio: 71.93%, Max Drawdown: 0.2%
(30, 1, 2, 0, 0.5, 2.5, 3.5): Return: 2.69%, Hit Ratio: 73.68%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0.5, 3, 2.5): Return: 2.61%, Hit Ratio: 71.43%, Max Drawdown: 0.2%
(30, 1, 2, 0, 0.5, 3, 3): Return: 2.61%, Hit Ratio: 71.93%, Max Drawdown: 0.2%
(30, 1, 2, 0, 0.5, 3, 3.5): Return: 2.69%, Hit Ratio: 75.44%, Max Drawdown: 0.08%
(30, 1, 2, 0, 0.5, 3.5, 2.5): Return: 2.61%, Hit Ratio: 71.43%, Max Drawdown: 0.2%
