(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (60, 1, 2, -0.5, 0, 3.5, 2.5), Return: 0.34%, Hit Ratio: 61.11%, Max Drawdown: 0.28%
(60, 1, 2, -0.5, 0, 3.5, 2.5): Return: 0.34%, Hit Ratio: 61.11%, Max Drawdown: 0.28%
(60, 1, 2, 0, 0, 3.5, 3.5): Return: 0.24%, Hit Ratio: 56.38%, Max Drawdown: 0.45%
(60, 1, 2, -0.5, -0.5, 3, 3): Return: 0.23%, Hit Ratio: 56.98%, Max Drawdown: 0.3%
(60, 1, 2, -0.5, 0, 2.5, 3): Return: 0.23%, Hit Ratio: 59.77%, Max Drawdown: 0.32%
(60, 1, 2, 0, -0.5, 3, 2.5): Return: 0.23%, Hit Ratio: 55.06%, Max Drawdown: 0.34%
(60, 1, 2, 0, 0, 3, 3.5): Return: 0.23%, Hit Ratio: 56.38%, Max Drawdown: 0.45%
(60, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.22%, Hit Ratio: 57.14%, Max Drawdown: 0.25%
(60, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.2%, Hit Ratio: 57.47%, Max Drawdown: 0.39%
(60, 1, 2, 0, -0.5, 3.5, 3): Return: 0.2%, Hit Ratio: 55.06%, Max Drawdown: 0.38%
(60, 1, 2, 0, 0, 2.5, 3): Return: 0.2%, Hit Ratio: 56.04%, Max Drawdown: 0.36%
(100, 1, 2, 0, 0, 3, 2.5): Return: 0.2%, Hit Ratio: 56.12%, Max Drawdown: 0.46%
(100, 1, 2, 0, 0, 3.5, 2.5): Return: 0.2%, Hit Ratio: 56.12%, Max Drawdown: 0.46%
(60, 1, 2, -0.5, -0.5, 3, 3.5): Return: 0.19%, Hit Ratio: 56.32%, Max Drawdown: 0.39%
(60, 1, 2, 0, -0.5, 3, 3): Return: 0.19%, Hit Ratio: 55.06%, Max Drawdown: 0.38%
(60, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.18%, Hit Ratio: 57.14%, Max Drawdown: 0.3%
(60, 1, 2, -0.5, 0, 2.5, 3.5): Return: 0.18%, Hit Ratio: 59.09%, Max Drawdown: 0.41%
(60, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.18%, Hit Ratio: 60.87%, Max Drawdown: 0.32%
(60, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: 0.18%, Hit Ratio: 62.5%, Max Drawdown: 0.35%
(60, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 0.17%, Hit Ratio: 58.7%, Max Drawdown: 0.32%
(60, 1.5, 2, -0.5, 0, 3, 2.5): Return: 0.17%, Hit Ratio: 60.42%, Max Drawdown: 0.35%
(100, 1, 2, 0, 0, 3, 3): Return: 0.17%, Hit Ratio: 56.12%, Max Drawdown: 0.5%
(100, 1, 2, 0, 0, 3.5, 3): Return: 0.17%, Hit Ratio: 56.12%, Max Drawdown: 0.5%
(60, 1, 2, 0, -0.5, 2.5, 2.5): Return: 0.16%, Hit Ratio: 54.02%, Max Drawdown: 0.34%
(60, 1, 2, 0, 0, 2.5, 3.5): Return: 0.16%, Hit Ratio: 55.43%, Max Drawdown: 0.44%
(60, 1, 2, 0, -0.5, 3.5, 3.5): Return: 0.15%, Hit Ratio: 54.44%, Max Drawdown: 0.47%
(100, 1, 2, -0.5, 0, 3, 2.5): Return: 0.15%, Hit Ratio: 56.84%, Max Drawdown: 0.45%
(100, 1, 2, -0.5, 0, 3.5, 2.5): Return: 0.15%, Hit Ratio: 56.84%, Max Drawdown: 0.45%
(60, 1, 2, 0, -0.5, 3, 3.5): Return: 0.14%, Hit Ratio: 54.44%, Max Drawdown: 0.47%
(100, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.14%, Hit Ratio: 54.55%, Max Drawdown: 0.37%
(100, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.14%, Hit Ratio: 54.55%, Max Drawdown: 0.37%
(60, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.13%, Hit Ratio: 56.47%, Max Drawdown: 0.38%
(100, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.13%, Hit Ratio: 53.72%, Max Drawdown: 0.46%
(100, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.13%, Hit Ratio: 53.72%, Max Drawdown: 0.46%
(100, 1, 2, 0, -0.5, 3, 2.5): Return: 0.13%, Hit Ratio: 53.26%, Max Drawdown: 0.43%
(100, 1, 2, 0, -0.5, 3.5, 2.5): Return: 0.13%, Hit Ratio: 53.26%, Max Drawdown: 0.43%
(100, 1, 2, 0, 0, 3, 3.5): Return: 0.13%, Hit Ratio: 55.56%, Max Drawdown: 0.59%
(100, 1, 2, 0, 0, 3.5, 3.5): Return: 0.13%, Hit Ratio: 55.56%, Max Drawdown: 0.59%
(30, 1.5, 2, -0.5, 0, 3, 3.5): Return: 0.12%, Hit Ratio: 52.83%, Max Drawdown: 0.47%
(30, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: 0.12%, Hit Ratio: 52.83%, Max Drawdown: 0.47%
(60, 1, 2, 0, -0.5, 2.5, 3): Return: 0.12%, Hit Ratio: 54.02%, Max Drawdown: 0.38%
(60, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 0.12%, Hit Ratio: 59.57%, Max Drawdown: 0.38%
(60, 1.5, 2, -0.5, 0, 3.5, 3): Return: 0.12%, Hit Ratio: 61.22%, Max Drawdown: 0.41%
(100, 1, 2, -0.5, 0, 3, 3): Return: 0.12%, Hit Ratio: 56.84%, Max Drawdown: 0.5%
(100, 1, 2, -0.5, 0, 3.5, 3): Return: 0.12%, Hit Ratio: 56.84%, Max Drawdown: 0.5%
(30, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 0.11%, Hit Ratio: 52.0%, Max Drawdown: 0.43%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.11%, Hit Ratio: 52.0%, Max Drawdown: 0.43%
(30, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 0.11%, Hit Ratio: 52.94%, Max Drawdown: 0.46%
(60, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.11%, Hit Ratio: 59.09%, Max Drawdown: 0.32%
(60, 1.5, 2, -0.5, -0.5, 3, 3): Return: 0.11%, Hit Ratio: 57.45%, Max Drawdown: 0.38%
(60, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: 0.11%, Hit Ratio: 60.0%, Max Drawdown: 0.34%
(60, 1.5, 2, -0.5, 0, 3, 3): Return: 0.11%, Hit Ratio: 59.18%, Max Drawdown: 0.41%
(60, 1.5, 2, 0, -0.5, 3, 2.5): Return: 0.11%, Hit Ratio: 57.45%, Max Drawdown: 0.41%
(60, 1.5, 2, 0, -0.5, 3.5, 2.5): Return: 0.11%, Hit Ratio: 57.45%, Max Drawdown: 0.41%
(100, 1, 2, -0.5, -0.5, 3, 3): Return: 0.11%, Hit Ratio: 54.55%, Max Drawdown: 0.41%
(100, 1, 2, -0.5, -0.5, 3.5, 3): Return: 0.11%, Hit Ratio: 54.55%, Max Drawdown: 0.41%
(30, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.1%, Hit Ratio: 52.08%, Max Drawdown: 0.42%
(100, 1, 2, 0, -0.5, 3, 3): Return: 0.1%, Hit Ratio: 53.26%, Max Drawdown: 0.47%
(100, 1, 2, 0, -0.5, 3.5, 3): Return: 0.1%, Hit Ratio: 53.26%, Max Drawdown: 0.47%
(100, 1, 2, 0, 0, 2.5, 2.5): Return: 0.1%, Hit Ratio: 54.26%, Max Drawdown: 0.46%
(30, 1.5, 2, -0.5, 0, 3, 2.5): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.4%
(30, 1.5, 2, -0.5, 0, 3.5, 2.5): Return: 0.09%, Hit Ratio: 50.0%, Max Drawdown: 0.4%
(60, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.09%, Hit Ratio: 53.47%, Max Drawdown: 0.5%
(60, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.09%, Hit Ratio: 53.47%, Max Drawdown: 0.5%
(60, 1, 2, 0, 0.5, 3.5, 2.5): Return: 0.09%, Hit Ratio: 53.76%, Max Drawdown: 0.47%
(60, 1, 2, 0.5, 0, 3.5, 2.5): Return: 0.09%, Hit Ratio: 56.38%, Max Drawdown: 0.5%
(60, 1.5, 2, 0, -0.5, 3.5, 3): Return: 0.09%, Hit Ratio: 58.33%, Max Drawdown: 0.44%
(60, 1.5, 2, 0, 0, 3.5, 2.5): Return: 0.09%, Hit Ratio: 56.25%, Max Drawdown: 0.43%
(60, 2, 2, 0, -0.5, 3, 2.5): Return: 0.09%, Hit Ratio: 60.0%, Max Drawdown: 0.12%
(60, 2, 2, 0, -0.5, 3.5, 2.5): Return: 0.09%, Hit Ratio: 60.0%, Max Drawdown: 0.12%
(60, 2, 2, 0, 0, 3.5, 2.5): Return: 0.09%, Hit Ratio: 60.0%, Max Drawdown: 0.13%
(100, 1, 1, -0.5, -0.5, 3, 3): Return: 0.09%, Hit Ratio: 53.72%, Max Drawdown: 0.5%
(100, 1, 1, -0.5, -0.5, 3.5, 3): Return: 0.09%, Hit Ratio: 53.72%, Max Drawdown: 0.5%
(30, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 0.08%, Hit Ratio: 48.98%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.08%, Hit Ratio: 48.98%, Max Drawdown: 0.35%
(30, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: 0.08%, Hit Ratio: 50.0%, Max Drawdown: 0.39%
(60, 1, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.08%, Hit Ratio: 55.43%, Max Drawdown: 0.46%
(60, 1, 2, 0, 0.5, 3, 2.5): Return: 0.08%, Hit Ratio: 53.76%, Max Drawdown: 0.47%
(60, 1, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.08%, Hit Ratio: 56.52%, Max Drawdown: 0.49%
(60, 1, 2, 0.5, 0, 3, 2.5): Return: 0.08%, Hit Ratio: 56.38%, Max Drawdown: 0.5%
(60, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.08%, Hit Ratio: 58.33%, Max Drawdown: 0.49%
(60, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: 0.08%, Hit Ratio: 60.0%, Max Drawdown: 0.52%
(60, 1.5, 2, 0, -0.5, 3, 3): Return: 0.08%, Hit Ratio: 58.33%, Max Drawdown: 0.44%
(60, 1.5, 2, 0, 0, 3, 2.5): Return: 0.08%, Hit Ratio: 56.25%, Max Drawdown: 0.43%
(60, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.08%, Hit Ratio: 70.0%, Max Drawdown: 0.13%
(60, 2, 2, -0.5, 0, 3.5, 2.5): Return: 0.08%, Hit Ratio: 65.0%, Max Drawdown: 0.13%
(60, 2, 2, 0, 0, 3, 2.5): Return: 0.08%, Hit Ratio: 60.0%, Max Drawdown: 0.13%
(100, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.08%, Hit Ratio: 52.94%, Max Drawdown: 0.38%
(100, 1, 2, -0.5, 0, 3, 3.5): Return: 0.08%, Hit Ratio: 56.25%, Max Drawdown: 0.59%
(100, 1, 2, -0.5, 0, 3.5, 3.5): Return: 0.08%, Hit Ratio: 56.25%, Max Drawdown: 0.59%
(30, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.07%, Hit Ratio: 48.94%, Max Drawdown: 0.34%
(60, 1, 2, -0.5, 0.5, 3, 2.5): Return: 0.07%, Hit Ratio: 54.35%, Max Drawdown: 0.47%
(60, 1, 2, 0, -0.5, 2.5, 3.5): Return: 0.07%, Hit Ratio: 53.41%, Max Drawdown: 0.47%
(60, 1, 2, 0.5, -0.5, 3, 2.5): Return: 0.07%, Hit Ratio: 56.52%, Max Drawdown: 0.49%
(60, 1, 2, 0.5, 0, 2.5, 2.5): Return: 0.07%, Hit Ratio: 55.43%, Max Drawdown: 0.5%
(60, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 0.07%, Hit Ratio: 56.25%, Max Drawdown: 0.49%
(60, 1.5, 2, -0.5, 0, 3, 3.5): Return: 0.07%, Hit Ratio: 58.0%, Max Drawdown: 0.52%
(60, 2, 2, -0.5, -0.5, 3, 2.5): Return: 0.07%, Hit Ratio: 65.0%, Max Drawdown: 0.13%
(60, 2, 2, -0.5, 0, 3, 2.5): Return: 0.07%, Hit Ratio: 60.0%, Max Drawdown: 0.13%
(100, 1, 2, -0.5, 0, 2.5, 2.5): Return: 0.07%, Hit Ratio: 54.95%, Max Drawdown: 0.46%
(100, 1, 2, 0, 0, 2.5, 3): Return: 0.07%, Hit Ratio: 54.26%, Max Drawdown: 0.51%
(60, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.06%, Hit Ratio: 55.56%, Max Drawdown: 0.49%
(60, 1.5, 2, 0, 0, 3, 3): Return: 0.06%, Hit Ratio: 57.14%, Max Drawdown: 0.46%
(60, 1.5, 2, 0, 0, 3.5, 3): Return: 0.06%, Hit Ratio: 57.14%, Max Drawdown: 0.46%
(60, 2, 2, 0, -0.5, 3.5, 3): Return: 0.06%, Hit Ratio: 59.09%, Max Drawdown: 0.16%
(100, 1, 2, -0.5, -0.5, 3, 3.5): Return: 0.06%, Hit Ratio: 53.93%, Max Drawdown: 0.5%
(100, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.06%, Hit Ratio: 53.93%, Max Drawdown: 0.5%
(100, 1, 2, 0, -0.5, 3, 3.5): Return: 0.06%, Hit Ratio: 52.69%, Max Drawdown: 0.56%
(100, 1, 2, 0, -0.5, 3.5, 3.5): Return: 0.06%, Hit Ratio: 52.69%, Max Drawdown: 0.56%
(30, 1.5, 2, -0.5, 0, 3, 3): Return: 0.05%, Hit Ratio: 50.94%, Max Drawdown: 0.5%
(30, 1.5, 2, -0.5, 0, 3.5, 3): Return: 0.05%, Hit Ratio: 50.94%, Max Drawdown: 0.5%
(30, 1.5, 2, 0, 0, 3, 3.5): Return: 0.05%, Hit Ratio: 53.57%, Max Drawdown: 0.47%
(30, 1.5, 2, 0, 0, 3.5, 3.5): Return: 0.05%, Hit Ratio: 53.57%, Max Drawdown: 0.47%
(60, 1, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 0.05%, Hit Ratio: 54.0%, Max Drawdown: 0.51%
(60, 1, 1.5, -0.5, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 53.47%, Max Drawdown: 0.54%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.05%, Hit Ratio: 53.47%, Max Drawdown: 0.54%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 57.78%, Max Drawdown: 0.38%
(60, 1.5, 2, -0.5, 0, 2.5, 3): Return: 0.05%, Hit Ratio: 58.7%, Max Drawdown: 0.4%
(60, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: 0.05%, Hit Ratio: 57.14%, Max Drawdown: 0.55%
(60, 2, 2, 0, -0.5, 3, 3): Return: 0.05%, Hit Ratio: 59.09%, Max Drawdown: 0.16%
(60, 2, 2, 0, 0, 3.5, 3): Return: 0.05%, Hit Ratio: 59.09%, Max Drawdown: 0.16%
(100, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.05%, Hit Ratio: 52.94%, Max Drawdown: 0.43%
(30, 1.5, 2, -0.5, -0.5, 3, 3): Return: 0.04%, Hit Ratio: 50.0%, Max Drawdown: 0.45%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 50.0%, Max Drawdown: 0.45%
(30, 1.5, 2, -0.5, 0, 2.5, 3): Return: 0.04%, Hit Ratio: 50.98%, Max Drawdown: 0.49%
(60, 1, 1.5, 0, -0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 53.33%, Max Drawdown: 0.58%
(60, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 53.33%, Max Drawdown: 0.58%
(60, 1, 2, -0.5, 0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 55.43%, Max Drawdown: 0.5%
(60, 1, 2, 0, 0.5, 3.5, 3): Return: 0.04%, Hit Ratio: 53.76%, Max Drawdown: 0.52%
(60, 1, 2, 0.5, 0, 3, 3): Return: 0.04%, Hit Ratio: 56.38%, Max Drawdown: 0.55%
(60, 1, 2, 0.5, 0, 3.5, 3): Return: 0.04%, Hit Ratio: 56.38%, Max Drawdown: 0.55%
(60, 1.5, 2, 0, -0.5, 3, 3.5): Return: 0.04%, Hit Ratio: 57.14%, Max Drawdown: 0.55%
(60, 2, 2, 0, 0, 3, 3): Return: 0.04%, Hit Ratio: 59.09%, Max Drawdown: 0.16%
(100, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.04%, Hit Ratio: 53.06%, Max Drawdown: 0.46%
(100, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.04%, Hit Ratio: 53.06%, Max Drawdown: 0.46%
(100, 1, 2, -0.5, 0, 2.5, 3): Return: 0.04%, Hit Ratio: 54.95%, Max Drawdown: 0.51%
(100, 1, 2, 0, -0.5, 2.5, 2.5): Return: 0.04%, Hit Ratio: 51.69%, Max Drawdown: 0.43%
(30, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 50.0%, Max Drawdown: 0.44%
(30, 1.5, 2, 0, -0.5, 3, 3.5): Return: 0.03%, Hit Ratio: 54.72%, Max Drawdown: 0.45%
(30, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: 0.03%, Hit Ratio: 54.72%, Max Drawdown: 0.45%
(30, 1.5, 2, 0, 0, 2.5, 3.5): Return: 0.03%, Hit Ratio: 51.85%, Max Drawdown: 0.47%
(60, 1, 2, -0.5, 0.5, 3, 3): Return: 0.03%, Hit Ratio: 54.35%, Max Drawdown: 0.51%
(60, 1, 2, 0, 0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 52.75%, Max Drawdown: 0.48%
(60, 1, 2, 0, 0.5, 3, 3): Return: 0.03%, Hit Ratio: 53.76%, Max Drawdown: 0.52%
(60, 1, 2, 0.5, -0.5, 3.5, 3): Return: 0.03%, Hit Ratio: 56.52%, Max Drawdown: 0.53%
(60, 1, 2, 0.5, 0, 2.5, 3): Return: 0.03%, Hit Ratio: 55.43%, Max Drawdown: 0.55%
(60, 1.5, 2, 0, -0.5, 2.5, 2.5): Return: 0.03%, Hit Ratio: 54.55%, Max Drawdown: 0.4%
(100, 1, 2, 0, 0, 2.5, 3.5): Return: 0.03%, Hit Ratio: 53.68%, Max Drawdown: 0.59%
(60, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.02%, Hit Ratio: 54.44%, Max Drawdown: 0.48%
(60, 1, 2, 0.5, -0.5, 3, 3): Return: 0.02%, Hit Ratio: 56.52%, Max Drawdown: 0.53%
(60, 1, 2, 0.5, 0.5, 3.5, 2.5): Return: 0.02%, Hit Ratio: 57.45%, Max Drawdown: 0.52%
(60, 1.5, 2, 0, 0, 3.5, 3.5): Return: 0.02%, Hit Ratio: 56.0%, Max Drawdown: 0.57%
(100, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.02%, Hit Ratio: 52.89%, Max Drawdown: 0.6%
(100, 1, 1, -0.5, -0.5, 3.5, 3.5): Return: 0.02%, Hit Ratio: 52.89%, Max Drawdown: 0.6%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 54.0%, Max Drawdown: 0.56%
(60, 1, 2, 0.5, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 55.56%, Max Drawdown: 0.53%
(60, 1, 2, 0.5, 0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 56.52%, Max Drawdown: 0.52%
(60, 1, 2, 0.5, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 57.45%, Max Drawdown: 0.52%
(60, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 56.52%, Max Drawdown: 0.49%
(60, 1.5, 2, 0, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 56.0%, Max Drawdown: 0.57%
(60, 2, 2, -0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 63.64%, Max Drawdown: 0.2%
(60, 2, 2, 0, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 56.52%, Max Drawdown: 0.29%
(60, 2, 2, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 56.52%, Max Drawdown: 0.29%
(60, 2, 2, 0, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 56.52%, Max Drawdown: 0.3%
(60, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 52.38%, Max Drawdown: 0.15%
(60, 2, 2, 0.5, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 52.38%, Max Drawdown: 0.15%
(100, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 52.07%, Max Drawdown: 0.47%
(100, 1, 1.5, -0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.51%
(100, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.51%
(100, 1, 2, 0, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 51.69%, Max Drawdown: 0.48%
(100, 1.5, 2, -0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 48.94%, Max Drawdown: 0.43%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 48.94%, Max Drawdown: 0.43%
(30, 1, 2, -0.5, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 48.39%, Max Drawdown: 0.42%
(30, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: -0.0%, Hit Ratio: 48.39%, Max Drawdown: 0.42%
(30, 1.5, 2, 0, -0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.46%
(60, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.63%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 52.94%, Max Drawdown: 0.63%
(60, 1, 1.5, 0, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 53.33%, Max Drawdown: 0.63%
(60, 1, 1.5, 0, -0.5, 3.5, 3): Return: -0.0%, Hit Ratio: 53.33%, Max Drawdown: 0.63%
(60, 1, 2, 0, 0.5, 3.5, 3.5): Return: 0.0%, Hit Ratio: 53.19%, Max Drawdown: 0.61%
(60, 1, 2, 0.5, 0, 3.5, 3.5): Return: 0.0%, Hit Ratio: 55.79%, Max Drawdown: 0.6%
(60, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 52.31%, Max Drawdown: 0.52%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 52.31%, Max Drawdown: 0.52%
(60, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 0.0%, Hit Ratio: 57.45%, Max Drawdown: 0.52%
(60, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 54.17%, Max Drawdown: 0.47%
(60, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: 0.0%, Hit Ratio: 56.25%, Max Drawdown: 0.47%
(60, 1.5, 2, 0, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 55.56%, Max Drawdown: 0.43%
(60, 1.5, 2, 0, 0, 2.5, 2.5): Return: 0.0%, Hit Ratio: 53.33%, Max Drawdown: 0.43%
(60, 2, 2, -0.5, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 59.09%, Max Drawdown: 0.2%
(60, 2, 2, -0.5, 0, 3.5, 3): Return: 0.0%, Hit Ratio: 59.09%, Max Drawdown: 0.2%
(60, 2, 2, 0, -0.5, 2.5, 2.5): Return: -0.0%, Hit Ratio: 46.67%, Max Drawdown: 0.12%
(60, 2, 2, 0, 0, 2.5, 2.5): Return: -0.0%, Hit Ratio: 46.67%, Max Drawdown: 0.12%
(60, 2, 2, 0, 0, 3, 3.5): Return: 0.0%, Hit Ratio: 56.52%, Max Drawdown: 0.3%
(60, 2, 2, 0.5, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 52.38%, Max Drawdown: 0.15%
(60, 2, 2, 0.5, 0, 3, 2.5): Return: -0.0%, Hit Ratio: 52.38%, Max Drawdown: 0.15%
(100, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 52.33%, Max Drawdown: 0.51%
(100, 1, 2, -0.5, 0, 2.5, 3.5): Return: -0.0%, Hit Ratio: 54.35%, Max Drawdown: 0.59%
(30, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.01%, Hit Ratio: 48.35%, Max Drawdown: 0.41%
(30, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.01%, Hit Ratio: 51.65%, Max Drawdown: 0.45%
(30, 1, 2, -0.5, -0.5, 3, 3.5): Return: -0.01%, Hit Ratio: 51.61%, Max Drawdown: 0.47%
