(Lookback, Entry, Exit, Stop-loss)
Best HPs: (100, 1, 0.5, 2.5), Return: 14.78%, Hit Ratio: 73.47%, Max Drawdown: 3.77%
(100, 1, 0.5, 2.5): Return: 14.78%, Hit Ratio: 73.47%, Max Drawdown: 3.77%
(60, 1, 0.5, 2.5): Return: 5.75%, Hit Ratio: 70.0%, Max Drawdown: 2.13%
(100, 1.5, -0.5, 2.5): Return: 5.12%, Hit Ratio: 95.0%, Max Drawdown: 4.1%
(100, 1.5, -0.5, 3): Return: 5.12%, Hit Ratio: 95.0%, Max Drawdown: 4.1%
(100, 1.5, -0.5, 3.5): Return: 5.12%, Hit Ratio: 95.0%, Max Drawdown: 4.1%
(60, 1, 0, 3): Return: 4.65%, Hit Ratio: 79.55%, Max Drawdown: 4.12%
(60, 1, 0, 3.5): Return: 4.65%, Hit Ratio: 79.55%, Max Drawdown: 4.12%
(100, 1.5, 0, 3): Return: 3.98%, Hit Ratio: 90.48%, Max Drawdown: 4.14%
(100, 1.5, 0, 3.5): Return: 3.98%, Hit Ratio: 90.48%, Max Drawdown: 4.14%
(100, 1.5, 0, 2.5): Return: 3.97%, Hit Ratio: 90.48%, Max Drawdown: 4.14%
(60, 2, -0.5, 2.5): Return: 3.74%, Hit Ratio: 100.0%, Max Drawdown: 0.0%
(60, 2, 0, 2.5): Return: 3.74%, Hit Ratio: 80.0%, Max Drawdown: 0.0%
(60, 2, 0.5, 2.5): Return: 3.73%, Hit Ratio: 80.0%, Max Drawdown: 0.0%
(60, 1.5, -0.5, 2.5): Return: 3.07%, Hit Ratio: 68.42%, Max Drawdown: 2.18%
(60, 1.5, 0, 2.5): Return: 3.07%, Hit Ratio: 75.0%, Max Drawdown: 2.19%
(60, 1.5, 0.5, 2.5): Return: 3.07%, Hit Ratio: 68.18%, Max Drawdown: 2.19%
(30, 2, 0, 2.5): Return: 2.18%, Hit Ratio: 100.0%, Max Drawdown: 4.21%
(30, 2, 0, 3): Return: 2.18%, Hit Ratio: 91.67%, Max Drawdown: 4.21%
(30, 2, 0, 3.5): Return: 2.18%, Hit Ratio: 91.67%, Max Drawdown: 4.21%
(60, 2, -0.5, 3): Return: 2.1%, Hit Ratio: 100.0%, Max Drawdown: 4.22%
(60, 2, -0.5, 3.5): Return: 2.1%, Hit Ratio: 100.0%, Max Drawdown: 4.22%
(60, 2, 0, 3): Return: 2.1%, Hit Ratio: 88.89%, Max Drawdown: 4.22%
(60, 2, 0, 3.5): Return: 2.1%, Hit Ratio: 88.89%, Max Drawdown: 4.22%
(30, 2, -0.5, 2.5): Return: 2.09%, Hit Ratio: 77.78%, Max Drawdown: 4.22%
(30, 2, -0.5, 3): Return: 2.09%, Hit Ratio: 75.0%, Max Drawdown: 4.22%
(30, 2, -0.5, 3.5): Return: 2.09%, Hit Ratio: 75.0%, Max Drawdown: 4.22%
(30, 1.5, 0, 2.5): Return: 1.52%, Hit Ratio: 81.82%, Max Drawdown: 4.24%
(30, 1.5, 0, 3): Return: 1.52%, Hit Ratio: 80.0%, Max Drawdown: 4.24%
(30, 1.5, 0, 3.5): Return: 1.52%, Hit Ratio: 80.0%, Max Drawdown: 4.24%
(30, 1.5, -0.5, 2.5): Return: 1.43%, Hit Ratio: 77.27%, Max Drawdown: 4.24%
(30, 1.5, -0.5, 3): Return: 1.43%, Hit Ratio: 76.0%, Max Drawdown: 4.24%
(30, 1.5, -0.5, 3.5): Return: 1.43%, Hit Ratio: 76.0%, Max Drawdown: 4.24%
(60, 1.5, -0.5, 3): Return: 1.43%, Hit Ratio: 72.73%, Max Drawdown: 4.24%
(60, 1.5, -0.5, 3.5): Return: 1.43%, Hit Ratio: 72.73%, Max Drawdown: 4.24%
(60, 1.5, 0, 3): Return: 1.43%, Hit Ratio: 78.26%, Max Drawdown: 4.24%
(60, 1.5, 0, 3.5): Return: 1.43%, Hit Ratio: 78.26%, Max Drawdown: 4.24%
(30, 1, -0.5, 3): Return: 1.17%, Hit Ratio: 78.72%, Max Drawdown: 4.25%
(30, 1, -0.5, 3.5): Return: 1.17%, Hit Ratio: 78.72%, Max Drawdown: 4.25%
(30, 1, -0.5, 2.5): Return: 1.15%, Hit Ratio: 74.47%, Max Drawdown: 4.25%
(100, 2, -0.5, 2.5): Return: 0.02%, Hit Ratio: 100.0%, Max Drawdown: 0.0%
(100, 2, -0.5, 3): Return: 0.02%, Hit Ratio: 100.0%, Max Drawdown: 0.0%
(100, 2, -0.5, 3.5): Return: 0.02%, Hit Ratio: 100.0%, Max Drawdown: 0.0%
(100, 2, 0, 3): Return: 0.02%, Hit Ratio: 87.5%, Max Drawdown: 0.0%
(100, 2, 0, 3.5): Return: 0.02%, Hit Ratio: 87.5%, Max Drawdown: 0.0%
(100, 2, 0.5, 3): Return: 0.02%, Hit Ratio: 87.5%, Max Drawdown: 0.0%
(100, 2, 0.5, 3.5): Return: 0.02%, Hit Ratio: 87.5%, Max Drawdown: 0.0%
(100, 2, 0, 2.5): Return: 0.01%, Hit Ratio: 85.71%, Max Drawdown: 0.0%
(100, 2, 0.5, 2.5): Return: 0.01%, Hit Ratio: 85.71%, Max Drawdown: 0.0%
(30, 1, 0, 3): Return: -1.08%, Hit Ratio: 74.51%, Max Drawdown: 5.18%
(30, 1, 0, 3.5): Return: -1.08%, Hit Ratio: 74.51%, Max Drawdown: 5.18%
(30, 1, 0, 2.5): Return: -1.1%, Hit Ratio: 70.59%, Max Drawdown: 5.18%
