(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1, 1, 0, -0.5, 3, 3): Return: 2.54%, Hit Ratio: 80.49%, Max Drawdown: 1.26%
(100, 1, 1, 0, -0.5, 3, 3.5): Return: 2.54%, Hit Ratio: 80.49%, Max Drawdown: 1.26%
(30, 1, 1.5, 0, -0.5, 3, 3): Return: 2.53%, Hit Ratio: 70.45%, Max Drawdown: 0.69%
(30, 1.5, 1, 0, 0, 3.5, 3): Return: 2.53%, Hit Ratio: 71.76%, Max Drawdown: 0.68%
(30, 1.5, 1, 0.5, -0.5, 2.5, 3): Return: 2.53%, Hit Ratio: 65.59%, Max Drawdown: 0.33%
(30, 2, 1.5, -0.5, 0, 3, 3): Return: 2.53%, Hit Ratio: 75.61%, Max Drawdown: 0.69%
(60, 2, 2, -0.5, 0, 3, 3.5): Return: 2.53%, Hit Ratio: 79.17%, Max Drawdown: 0.64%
(60, 2, 2, -0.5, 0, 3.5, 3.5): Return: 2.53%, Hit Ratio: 79.17%, Max Drawdown: 0.64%
(30, 1.5, 1, -0.5, 0.5, 3, 3): Return: 2.52%, Hit Ratio: 71.58%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, 0, 3, 3): Return: 2.52%, Hit Ratio: 67.24%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 2.52%, Hit Ratio: 72.0%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 2.52%, Hit Ratio: 72.0%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 2.52%, Hit Ratio: 67.5%, Max Drawdown: 0.39%
(30, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 2.51%, Hit Ratio: 69.57%, Max Drawdown: 0.69%
(60, 1.5, 1, 0.5, 0.5, 3, 3): Return: 2.51%, Hit Ratio: 72.29%, Max Drawdown: 1.25%
(60, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: 2.51%, Hit Ratio: 72.29%, Max Drawdown: 1.25%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 2.51%, Hit Ratio: 76.92%, Max Drawdown: 0.75%
(100, 2, 1, 0.5, 0, 3.5, 3): Return: 2.51%, Hit Ratio: 72.58%, Max Drawdown: 1.25%
(100, 2, 1, 0.5, 0, 3.5, 3.5): Return: 2.51%, Hit Ratio: 72.58%, Max Drawdown: 1.25%
(30, 1, 2, 0, 0, 3.5, 3): Return: 2.5%, Hit Ratio: 71.91%, Max Drawdown: 0.68%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 2.5%, Hit Ratio: 81.48%, Max Drawdown: 0.75%
(30, 1.5, 2, 0.5, -0.5, 3.5, 2.5): Return: 2.5%, Hit Ratio: 69.81%, Max Drawdown: 0.45%
(60, 1.5, 1, 0.5, -0.5, 3, 3): Return: 2.5%, Hit Ratio: 68.75%, Max Drawdown: 1.24%
(60, 1.5, 1, 0.5, -0.5, 3.5, 3): Return: 2.5%, Hit Ratio: 68.75%, Max Drawdown: 1.24%
(60, 1.5, 2, 0, 0, 2.5, 3.5): Return: 2.5%, Hit Ratio: 67.44%, Max Drawdown: 0.35%
(100, 1.5, 1, 0.5, 0, 3.5, 3): Return: 2.5%, Hit Ratio: 70.15%, Max Drawdown: 1.25%
(100, 1.5, 1, 0.5, 0, 3.5, 3.5): Return: 2.5%, Hit Ratio: 70.15%, Max Drawdown: 1.25%
(100, 2, 2, 0.5, -0.5, 3, 3): Return: 2.5%, Hit Ratio: 78.57%, Max Drawdown: 0.36%
(100, 2, 2, 0.5, -0.5, 3, 3.5): Return: 2.5%, Hit Ratio: 78.57%, Max Drawdown: 0.36%
(30, 1.5, 1, 0, 0.5, 3.5, 3): Return: 2.49%, Hit Ratio: 70.53%, Max Drawdown: 0.68%
(30, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: 2.48%, Hit Ratio: 70.83%, Max Drawdown: 0.5%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: 2.48%, Hit Ratio: 69.57%, Max Drawdown: 0.69%
(60, 1.5, 1, 0, -0.5, 2.5, 2.5): Return: 2.48%, Hit Ratio: 74.29%, Max Drawdown: 1.22%
(30, 1, 1, 0, -0.5, 2.5, 2.5): Return: 2.47%, Hit Ratio: 67.68%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: 2.47%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 3): Return: 2.47%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(60, 2, 2, 0, 0.5, 3, 3.5): Return: 2.47%, Hit Ratio: 76.0%, Max Drawdown: 0.56%
(60, 2, 2, 0, 0.5, 3.5, 3.5): Return: 2.47%, Hit Ratio: 76.0%, Max Drawdown: 0.56%
(100, 2, 1, 0.5, 0, 3, 3): Return: 2.47%, Hit Ratio: 72.13%, Max Drawdown: 1.25%
(100, 2, 1, 0.5, 0, 3, 3.5): Return: 2.47%, Hit Ratio: 72.13%, Max Drawdown: 1.25%
(30, 1, 1, 0, -0.5, 3.5, 3): Return: 2.46%, Hit Ratio: 73.96%, Max Drawdown: 0.68%
(30, 1, 2, 0, 0.5, 3.5, 3): Return: 2.46%, Hit Ratio: 69.07%, Max Drawdown: 0.68%
(30, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 2.46%, Hit Ratio: 67.65%, Max Drawdown: 0.35%
(30, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 2.46%, Hit Ratio: 87.5%, Max Drawdown: 0.69%
(60, 1, 2, 0.5, -0.5, 2.5, 3.5): Return: 2.46%, Hit Ratio: 72.34%, Max Drawdown: 0.35%
(100, 1.5, 1, 0.5, 0, 3, 3): Return: 2.46%, Hit Ratio: 69.7%, Max Drawdown: 1.25%
(100, 1.5, 1, 0.5, 0, 3, 3.5): Return: 2.46%, Hit Ratio: 69.7%, Max Drawdown: 1.25%
(30, 1, 1.5, 0, 0.5, 3, 3.5): Return: 2.45%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(30, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 2.45%, Hit Ratio: 74.51%, Max Drawdown: 0.74%
(30, 2, 1, 0.5, -0.5, 3.5, 3): Return: 2.45%, Hit Ratio: 66.27%, Max Drawdown: 0.34%
(60, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 2.45%, Hit Ratio: 77.42%, Max Drawdown: 0.69%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 3): Return: 2.45%, Hit Ratio: 69.23%, Max Drawdown: 0.36%
(60, 2, 2, -0.5, 0, 3, 3): Return: 2.45%, Hit Ratio: 78.26%, Max Drawdown: 0.64%
(60, 2, 2, -0.5, 0, 3.5, 3): Return: 2.45%, Hit Ratio: 78.26%, Max Drawdown: 0.64%
(30, 1, 2, 0, 0, 2.5, 3): Return: 2.44%, Hit Ratio: 68.13%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: 2.44%, Hit Ratio: 62.69%, Max Drawdown: 0.35%
(100, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: 2.44%, Hit Ratio: 73.33%, Max Drawdown: 0.51%
(100, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 2.44%, Hit Ratio: 73.33%, Max Drawdown: 0.51%
(30, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 2.43%, Hit Ratio: 79.73%, Max Drawdown: 0.75%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 2.43%, Hit Ratio: 71.15%, Max Drawdown: 0.74%
(60, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: 2.43%, Hit Ratio: 75.76%, Max Drawdown: 0.75%
(100, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 2.43%, Hit Ratio: 78.0%, Max Drawdown: 1.26%
(30, 1, 2, -0.5, 0, 2.5, 3.5): Return: 2.42%, Hit Ratio: 68.97%, Max Drawdown: 0.69%
(100, 2, 2, 0.5, 0, 2.5, 3): Return: 2.42%, Hit Ratio: 75.0%, Max Drawdown: 0.36%
(100, 2, 2, 0.5, 0, 2.5, 3.5): Return: 2.42%, Hit Ratio: 75.0%, Max Drawdown: 0.36%
(30, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 2.41%, Hit Ratio: 74.16%, Max Drawdown: 0.69%
(30, 1, 1.5, 0, -0.5, 2.5, 3): Return: 2.41%, Hit Ratio: 66.3%, Max Drawdown: 0.69%
(30, 1.5, 1, -0.5, 0, 3, 3.5): Return: 2.41%, Hit Ratio: 74.39%, Max Drawdown: 0.69%
(30, 1.5, 1, -0.5, 0, 3.5, 3.5): Return: 2.41%, Hit Ratio: 74.39%, Max Drawdown: 0.69%
(60, 1, 1, 0.5, -0.5, 3, 3.5): Return: 2.41%, Hit Ratio: 70.87%, Max Drawdown: 1.24%
(60, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: 2.41%, Hit Ratio: 70.87%, Max Drawdown: 1.24%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 2.41%, Hit Ratio: 77.66%, Max Drawdown: 0.69%
(60, 1.5, 2, -0.5, 0, 3, 3.5): Return: 2.41%, Hit Ratio: 65.85%, Max Drawdown: 0.69%
(60, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: 2.41%, Hit Ratio: 65.85%, Max Drawdown: 0.69%
(30, 1, 2, 0, -0.5, 3, 3): Return: 2.4%, Hit Ratio: 70.24%, Max Drawdown: 0.69%
(30, 1.5, 2, 0.5, -0.5, 3.5, 3.5): Return: 2.4%, Hit Ratio: 69.81%, Max Drawdown: 0.4%
(60, 2, 2, -0.5, 0, 3, 2.5): Return: 2.4%, Hit Ratio: 78.95%, Max Drawdown: 0.64%
(60, 2, 2, -0.5, 0, 3.5, 2.5): Return: 2.4%, Hit Ratio: 78.95%, Max Drawdown: 0.64%
(30, 1.5, 2, -0.5, 0, 3, 3.5): Return: 2.39%, Hit Ratio: 71.74%, Max Drawdown: 0.69%
(60, 2, 2, 0, 0.5, 3, 3): Return: 2.39%, Hit Ratio: 75.0%, Max Drawdown: 0.56%
(60, 2, 2, 0, 0.5, 3.5, 3): Return: 2.39%, Hit Ratio: 75.0%, Max Drawdown: 0.56%
(100, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.39%, Hit Ratio: 72.55%, Max Drawdown: 1.26%
(100, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 2.39%, Hit Ratio: 77.55%, Max Drawdown: 1.26%
(100, 1.5, 1, 0.5, -0.5, 3.5, 2.5): Return: 2.39%, Hit Ratio: 68.66%, Max Drawdown: 1.24%
(100, 2, 1.5, 0.5, -0.5, 3, 3): Return: 2.39%, Hit Ratio: 72.41%, Max Drawdown: 0.55%
(100, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: 2.39%, Hit Ratio: 72.41%, Max Drawdown: 0.55%
(30, 1.5, 1, 0, 0, 3, 3): Return: 2.38%, Hit Ratio: 71.76%, Max Drawdown: 0.69%
(30, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: 2.38%, Hit Ratio: 77.78%, Max Drawdown: 0.69%
(60, 2, 2, -0.5, -0.5, 3, 2.5): Return: 2.38%, Hit Ratio: 77.78%, Max Drawdown: 0.74%
(60, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 2.38%, Hit Ratio: 77.78%, Max Drawdown: 0.74%
(30, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: 2.37%, Hit Ratio: 69.84%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: 2.37%, Hit Ratio: 77.53%, Max Drawdown: 0.69%
(60, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: 2.37%, Hit Ratio: 68.18%, Max Drawdown: 0.36%
(100, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: 2.37%, Hit Ratio: 73.68%, Max Drawdown: 0.69%
(30, 1, 2, 0, 0.5, 3, 3.5): Return: 2.36%, Hit Ratio: 69.47%, Max Drawdown: 0.69%
(30, 2, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 2.36%, Hit Ratio: 75.68%, Max Drawdown: 0.69%
(30, 2, 1.5, 0, 0, 3, 3.5): Return: 2.36%, Hit Ratio: 72.73%, Max Drawdown: 0.69%
(30, 2, 2, 0, 0, 3, 3): Return: 2.36%, Hit Ratio: 79.17%, Max Drawdown: 0.69%
(100, 1, 1, 0.5, 0.5, 2.5, 3): Return: 2.36%, Hit Ratio: 71.57%, Max Drawdown: 1.25%
(100, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: 2.36%, Hit Ratio: 71.57%, Max Drawdown: 1.25%
(100, 2, 1, -0.5, -0.5, 3.5, 2.5): Return: 2.36%, Hit Ratio: 78.72%, Max Drawdown: 1.26%
(30, 1.5, 2, 0, 0, 3, 3): Return: 2.35%, Hit Ratio: 69.57%, Max Drawdown: 0.69%
(60, 2, 2, 0, 0.5, 3, 2.5): Return: 2.35%, Hit Ratio: 75.0%, Max Drawdown: 0.51%
(60, 2, 2, 0, 0.5, 3.5, 2.5): Return: 2.35%, Hit Ratio: 75.0%, Max Drawdown: 0.51%
(100, 1.5, 2, -0.5, 0.5, 3.5, 2.5): Return: 2.35%, Hit Ratio: 70.27%, Max Drawdown: 0.69%
(30, 1, 1.5, 0, -0.5, 3, 3.5): Return: 2.34%, Hit Ratio: 70.11%, Max Drawdown: 0.69%
(30, 1, 1.5, 0, 0, 2.5, 3.5): Return: 2.34%, Hit Ratio: 67.37%, Max Drawdown: 0.69%
(30, 1.5, 1.5, -0.5, 0, 3.5, 3): Return: 2.34%, Hit Ratio: 72.41%, Max Drawdown: 0.68%
(30, 1.5, 1.5, 0, -0.5, 3, 3): Return: 2.34%, Hit Ratio: 70.18%, Max Drawdown: 0.69%
(60, 1, 1, 0, 0, 2.5, 3.5): Return: 2.34%, Hit Ratio: 76.84%, Max Drawdown: 1.22%
(60, 1, 1.5, 0.5, 0, 2.5, 3.5): Return: 2.34%, Hit Ratio: 73.47%, Max Drawdown: 0.35%
(100, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: 2.34%, Hit Ratio: 68.18%, Max Drawdown: 1.24%
(100, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 2.34%, Hit Ratio: 75.61%, Max Drawdown: 0.69%
(30, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 2.33%, Hit Ratio: 77.46%, Max Drawdown: 0.75%
(30, 1.5, 1, 0, 0.5, 3, 3): Return: 2.33%, Hit Ratio: 70.53%, Max Drawdown: 0.69%
(30, 1.5, 1, 0.5, -0.5, 2.5, 3.5): Return: 2.33%, Hit Ratio: 64.89%, Max Drawdown: 0.5%
(30, 2, 1.5, -0.5, 0, 3, 3.5): Return: 2.33%, Hit Ratio: 73.81%, Max Drawdown: 0.69%
(30, 2, 2, -0.5, 0, 3, 3): Return: 2.33%, Hit Ratio: 79.17%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0.5, 2.5, 3): Return: 2.33%, Hit Ratio: 77.78%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0.5, 2.5, 2.5): Return: 2.33%, Hit Ratio: 72.97%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0.5, 3, 2.5): Return: 2.33%, Hit Ratio: 72.97%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0.5, 3.5, 3): Return: 2.33%, Hit Ratio: 71.79%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: 2.33%, Hit Ratio: 71.79%, Max Drawdown: 0.69%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 2.32%, Hit Ratio: 69.7%, Max Drawdown: 0.69%
(30, 1, 2, -0.5, 0, 3.5, 3.5): Return: 2.32%, Hit Ratio: 73.81%, Max Drawdown: 0.69%
(30, 1.5, 1, -0.5, 0.5, 3, 3.5): Return: 2.32%, Hit Ratio: 70.53%, Max Drawdown: 0.69%
(30, 1.5, 1, -0.5, 0.5, 3.5, 3.5): Return: 2.32%, Hit Ratio: 70.53%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0, 0, 3, 3.5): Return: 2.32%, Hit Ratio: 66.1%, Max Drawdown: 0.69%
(60, 1, 1, 0, 0.5, 3, 3.5): Return: 2.32%, Hit Ratio: 74.53%, Max Drawdown: 1.25%
(60, 1, 1, 0, 0.5, 3.5, 3.5): Return: 2.32%, Hit Ratio: 74.53%, Max Drawdown: 1.25%
(60, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 2.32%, Hit Ratio: 75.51%, Max Drawdown: 0.35%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 2.32%, Hit Ratio: 72.5%, Max Drawdown: 0.69%
(100, 2, 1, 0.5, -0.5, 3.5, 2.5): Return: 2.32%, Hit Ratio: 71.67%, Max Drawdown: 1.24%
(100, 2, 1.5, 0.5, 0, 2.5, 3): Return: 2.32%, Hit Ratio: 71.43%, Max Drawdown: 0.55%
(100, 2, 1.5, 0.5, 0, 2.5, 3.5): Return: 2.32%, Hit Ratio: 71.43%, Max Drawdown: 0.55%
(30, 1, 1, 0, -0.5, 3, 3): Return: 2.31%, Hit Ratio: 73.96%, Max Drawdown: 0.69%
(30, 1.5, 1.5, -0.5, 0.5, 3.5, 3): Return: 2.31%, Hit Ratio: 70.77%, Max Drawdown: 0.68%
(30, 2, 1, 0.5, -0.5, 3.5, 2.5): Return: 2.31%, Hit Ratio: 65.85%, Max Drawdown: 0.34%
(30, 2, 1.5, 0, -0.5, 3, 3): Return: 2.31%, Hit Ratio: 76.74%, Max Drawdown: 0.69%
(60, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.31%, Hit Ratio: 78.21%, Max Drawdown: 1.22%
(60, 1, 1, 0.5, 0, 3, 3.5): Return: 2.31%, Hit Ratio: 72.64%, Max Drawdown: 1.24%
(60, 1, 1, 0.5, 0, 3.5, 3.5): Return: 2.31%, Hit Ratio: 72.64%, Max Drawdown: 1.24%
(100, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: 2.31%, Hit Ratio: 69.44%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0.5, 3, 2.5): Return: 2.31%, Hit Ratio: 69.44%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3): Return: 2.31%, Hit Ratio: 68.42%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: 2.31%, Hit Ratio: 68.42%, Max Drawdown: 0.69%
(100, 2, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.31%, Hit Ratio: 72.92%, Max Drawdown: 1.26%
(100, 2, 1, -0.5, -0.5, 3, 2.5): Return: 2.31%, Hit Ratio: 78.26%, Max Drawdown: 1.26%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 2.3%, Hit Ratio: 81.82%, Max Drawdown: 0.75%
(100, 1.5, 1, 0.5, 0.5, 3.5, 2.5): Return: 2.3%, Hit Ratio: 68.57%, Max Drawdown: 1.25%
(100, 1.5, 1.5, 0, 0.5, 2.5, 2.5): Return: 2.3%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 2.3%, Hit Ratio: 75.0%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3): Return: 2.3%, Hit Ratio: 73.81%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 2.3%, Hit Ratio: 73.81%, Max Drawdown: 0.69%
(100, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: 2.3%, Hit Ratio: 76.92%, Max Drawdown: 0.49%
(30, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: 2.29%, Hit Ratio: 70.91%, Max Drawdown: 0.35%
(30, 2, 1, 0.5, -0.5, 3, 3): Return: 2.29%, Hit Ratio: 66.27%, Max Drawdown: 0.34%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 2.29%, Hit Ratio: 68.63%, Max Drawdown: 0.42%
(100, 1.5, 2, 0, 0.5, 2.5, 3): Return: 2.29%, Hit Ratio: 71.05%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0.5, 2.5, 3.5): Return: 2.29%, Hit Ratio: 71.05%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0.5, 3, 3): Return: 2.29%, Hit Ratio: 71.05%, Max Drawdown: 0.69%
(100, 1.5, 2, 0, 0.5, 3, 3.5): Return: 2.29%, Hit Ratio: 71.05%, Max Drawdown: 0.69%
(30, 1, 2, 0, -0.5, 2.5, 3): Return: 2.28%, Hit Ratio: 65.91%, Max Drawdown: 0.69%
(30, 1.5, 1, 0.5, 0, 2.5, 3): Return: 2.28%, Hit Ratio: 65.96%, Max Drawdown: 0.33%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 2.28%, Hit Ratio: 80.49%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 2.28%, Hit Ratio: 71.79%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 2.28%, Hit Ratio: 71.79%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 3): Return: 2.28%, Hit Ratio: 70.73%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 2.28%, Hit Ratio: 70.73%, Max Drawdown: 0.69%
(100, 2, 1, 0.5, -0.5, 3, 2.5): Return: 2.28%, Hit Ratio: 71.19%, Max Drawdown: 1.24%
(30, 1, 1, -0.5, 0, 2.5, 3): Return: 2.27%, Hit Ratio: 72.55%, Max Drawdown: 0.69%
(30, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: 2.27%, Hit Ratio: 68.52%, Max Drawdown: 0.35%
(30, 2, 1, 0.5, 0, 3.5, 3): Return: 2.27%, Hit Ratio: 67.86%, Max Drawdown: 0.34%
(30, 2, 1.5, 0, -0.5, 2.5, 3): Return: 2.27%, Hit Ratio: 73.33%, Max Drawdown: 0.69%
(60, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 2.27%, Hit Ratio: 75.41%, Max Drawdown: 1.26%
(60, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 2.27%, Hit Ratio: 75.41%, Max Drawdown: 1.26%
(60, 2, 1.5, -0.5, 0, 3, 3.5): Return: 2.27%, Hit Ratio: 72.97%, Max Drawdown: 0.64%
(60, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: 2.27%, Hit Ratio: 72.97%, Max Drawdown: 0.64%
(100, 1.5, 1, 0, 0, 3.5, 2.5): Return: 2.27%, Hit Ratio: 78.33%, Max Drawdown: 1.26%
(100, 2, 1, 0.5, 0.5, 3.5, 3): Return: 2.27%, Hit Ratio: 69.12%, Max Drawdown: 1.25%
(100, 2, 1, 0.5, 0.5, 3.5, 3.5): Return: 2.27%, Hit Ratio: 69.12%, Max Drawdown: 1.25%
(100, 1.5, 1, 0.5, 0.5, 3, 2.5): Return: 2.26%, Hit Ratio: 68.12%, Max Drawdown: 1.25%
(100, 1.5, 1, 0.5, 0.5, 3.5, 3): Return: 2.26%, Hit Ratio: 67.61%, Max Drawdown: 1.25%
(100, 1.5, 1, 0.5, 0.5, 3.5, 3.5): Return: 2.26%, Hit Ratio: 67.61%, Max Drawdown: 1.25%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: 2.26%, Hit Ratio: 73.17%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: 2.26%, Hit Ratio: 73.17%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0.5, 3, 3): Return: 2.26%, Hit Ratio: 73.17%, Max Drawdown: 0.69%
(100, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: 2.26%, Hit Ratio: 73.17%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: 2.26%, Hit Ratio: 67.57%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: 2.26%, Hit Ratio: 67.57%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0.5, 3, 3): Return: 2.26%, Hit Ratio: 67.57%, Max Drawdown: 0.69%
(100, 1.5, 2, -0.5, 0.5, 3, 3.5): Return: 2.26%, Hit Ratio: 67.57%, Max Drawdown: 0.69%
(100, 2, 2, 0.5, -0.5, 3, 2.5): Return: 2.26%, Hit Ratio: 75.0%, Max Drawdown: 0.49%
(100, 2, 2, 0.5, 0.5, 2.5, 3): Return: 2.26%, Hit Ratio: 75.0%, Max Drawdown: 0.36%
(100, 2, 2, 0.5, 0.5, 2.5, 3.5): Return: 2.26%, Hit Ratio: 75.0%, Max Drawdown: 0.36%
(30, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 2.25%, Hit Ratio: 67.33%, Max Drawdown: 0.69%
(30, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 2.25%, Hit Ratio: 73.61%, Max Drawdown: 0.75%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 2.25%, Hit Ratio: 75.93%, Max Drawdown: 0.75%
(60, 1, 1, -0.5, -0.5, 2.5, 3): Return: 2.25%, Hit Ratio: 81.58%, Max Drawdown: 1.22%
(60, 1, 2, -0.5, 0.5, 3, 3.5): Return: 2.25%, Hit Ratio: 75.56%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 2.25%, Hit Ratio: 75.56%, Max Drawdown: 0.69%
(60, 1, 2, 0.5, 0, 2.5, 3.5): Return: 2.25%, Hit Ratio: 72.63%, Max Drawdown: 0.35%
(100, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: 2.25%, Hit Ratio: 77.97%, Max Drawdown: 1.26%
(100, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: 2.25%, Hit Ratio: 67.16%, Max Drawdown: 1.25%
(30, 1, 1.5, 0, 0, 3.5, 3.5): Return: 2.24%, Hit Ratio: 71.74%, Max Drawdown: 0.69%
(30, 1, 2, 0, 0, 2.5, 3.5): Return: 2.24%, Hit Ratio: 67.03%, Max Drawdown: 0.69%
(30, 1.5, 1.5, -0.5, 0, 2.5, 3): Return: 2.24%, Hit Ratio: 63.79%, Max Drawdown: 0.69%
(30, 1.5, 2, -0.5, -0.5, 3, 2.5): Return: 2.24%, Hit Ratio: 73.17%, Max Drawdown: 0.74%
(60, 1, 2, 0, 0.5, 2.5, 3.5): Return: 2.24%, Hit Ratio: 75.53%, Max Drawdown: 0.35%
(100, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: 2.24%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(100, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: 2.24%, Hit Ratio: 70.0%, Max Drawdown: 0.69%
(30, 1, 2, -0.5, 0.5, 3.5, 3.5): Return: 2.23%, Hit Ratio: 69.89%, Max Drawdown: 0.69%
(30, 1.5, 1, 0, -0.5, 3.5, 3): Return: 2.23%, Hit Ratio: 72.5%, Max Drawdown: 0.68%
(30, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: 2.23%, Hit Ratio: 70.73%, Max Drawdown: 0.74%
