(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 4.18%, Hit Ratio: 80.0%, Max Drawdown: 0.74%
(100, 1, 2, -0.5, -0.5, 3, 2.5): Return: 4.18%, Hit Ratio: 82.81%, Max Drawdown: 0.74%
(100, 1, 2, 0.5, 0.5, 3, 3): Return: 4.18%, Hit Ratio: 73.91%, Max Drawdown: 0.43%
(100, 1, 2, 0.5, 0.5, 3, 3.5): Return: 4.18%, Hit Ratio: 73.91%, Max Drawdown: 0.43%
(100, 1, 1.5, 0, 0, 3.5, 2.5): Return: 4.17%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(60, 1, 1.5, 0, 0, 2.5, 3): Return: 4.15%, Hit Ratio: 79.31%, Max Drawdown: 0.36%
(100, 1, 2, 0, 0, 3.5, 2.5): Return: 4.14%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0, 2.5, 2.5): Return: 4.13%, Hit Ratio: 78.75%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0, 3, 2.5): Return: 4.13%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(60, 1, 1.5, 0, -0.5, 3, 3.5): Return: 4.12%, Hit Ratio: 79.76%, Max Drawdown: 0.73%
(60, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: 4.12%, Hit Ratio: 79.76%, Max Drawdown: 0.73%
(100, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 4.12%, Hit Ratio: 75.27%, Max Drawdown: 0.43%
(60, 1, 2, 0, 0, 2.5, 2.5): Return: 4.11%, Hit Ratio: 78.57%, Max Drawdown: 0.36%
(100, 1, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 4.11%, Hit Ratio: 73.63%, Max Drawdown: 0.44%
(60, 1, 1.5, 0, 0, 3, 3.5): Return: 4.1%, Hit Ratio: 79.55%, Max Drawdown: 0.35%
(60, 1, 1.5, 0, 0, 3.5, 3.5): Return: 4.1%, Hit Ratio: 79.55%, Max Drawdown: 0.35%
(100, 1, 2, 0, 0, 2.5, 2.5): Return: 4.1%, Hit Ratio: 78.48%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0, 3, 2.5): Return: 4.1%, Hit Ratio: 79.49%, Max Drawdown: 0.69%
(60, 1.5, 1.5, 0, -0.5, 3, 2.5): Return: 4.09%, Hit Ratio: 78.72%, Max Drawdown: 0.74%
(60, 1.5, 1.5, 0, -0.5, 3.5, 2.5): Return: 4.09%, Hit Ratio: 78.72%, Max Drawdown: 0.74%
(100, 1, 2, 0.5, 0.5, 2.5, 2.5): Return: 4.09%, Hit Ratio: 75.0%, Max Drawdown: 0.43%
(60, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 4.08%, Hit Ratio: 77.78%, Max Drawdown: 0.38%
(60, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 4.08%, Hit Ratio: 77.78%, Max Drawdown: 0.38%
(100, 1, 2, 0.5, -0.5, 2.5, 2.5): Return: 4.08%, Hit Ratio: 73.33%, Max Drawdown: 0.44%
(60, 1, 2, 0, 0, 2.5, 3): Return: 4.07%, Hit Ratio: 78.82%, Max Drawdown: 0.36%
(30, 2, 1.5, 0.5, -0.5, 3, 3): Return: 4.05%, Hit Ratio: 65.96%, Max Drawdown: 0.24%
(30, 1.5, 1.5, 0.5, 0.5, 2.5, 3): Return: 4.04%, Hit Ratio: 65.15%, Max Drawdown: 0.33%
(100, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 4.04%, Hit Ratio: 80.26%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0.5, 0, 2.5, 3): Return: 4.02%, Hit Ratio: 60.61%, Max Drawdown: 0.33%
(60, 1, 1, 0, 0, 3, 2.5): Return: 4.02%, Hit Ratio: 77.66%, Max Drawdown: 1.24%
(60, 1, 1, 0, 0, 3.5, 2.5): Return: 4.02%, Hit Ratio: 77.66%, Max Drawdown: 1.24%
(60, 1, 1.5, 0.5, 0.5, 3, 3): Return: 4.02%, Hit Ratio: 77.78%, Max Drawdown: 0.36%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 4.02%, Hit Ratio: 77.78%, Max Drawdown: 0.36%
(60, 1, 2, -0.5, -0.5, 3, 3): Return: 4.02%, Hit Ratio: 82.09%, Max Drawdown: 0.74%
(60, 1, 2, -0.5, -0.5, 3.5, 3): Return: 4.02%, Hit Ratio: 82.09%, Max Drawdown: 0.74%
(60, 1, 2, -0.5, 0, 3, 2.5): Return: 4.01%, Hit Ratio: 80.77%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0, 3.5, 2.5): Return: 4.01%, Hit Ratio: 80.77%, Max Drawdown: 0.69%
(60, 1.5, 2, 0, -0.5, 3, 3.5): Return: 4.01%, Hit Ratio: 75.0%, Max Drawdown: 0.73%
(60, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: 4.01%, Hit Ratio: 75.0%, Max Drawdown: 0.73%
(100, 1, 2, -0.5, 0, 3.5, 2.5): Return: 4.01%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 1, 1.5, -0.5, 0, 3, 2.5): Return: 4.0%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 3.99%, Hit Ratio: 78.95%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 3.98%, Hit Ratio: 60.61%, Max Drawdown: 0.53%
(30, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: 3.98%, Hit Ratio: 68.63%, Max Drawdown: 0.39%
(30, 2, 1.5, 0.5, 0.5, 3, 3): Return: 3.98%, Hit Ratio: 75.0%, Max Drawdown: 0.24%
(30, 1, 1, -0.5, -0.5, 3.5, 2.5): Return: 3.97%, Hit Ratio: 79.31%, Max Drawdown: 0.74%
(30, 2, 1.5, 0.5, 0, 3, 3): Return: 3.97%, Hit Ratio: 65.96%, Max Drawdown: 0.24%
(60, 1, 1, 0, 0, 3, 3): Return: 3.97%, Hit Ratio: 77.66%, Max Drawdown: 1.24%
(60, 1, 1, 0, 0, 3.5, 3): Return: 3.97%, Hit Ratio: 77.66%, Max Drawdown: 1.24%
(100, 1, 2, -0.5, 0, 2.5, 2.5): Return: 3.97%, Hit Ratio: 78.67%, Max Drawdown: 0.69%
(100, 1, 2, -0.5, 0, 3, 2.5): Return: 3.97%, Hit Ratio: 79.73%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0, 3, 3): Return: 3.96%, Hit Ratio: 80.77%, Max Drawdown: 0.69%
(60, 1, 2, -0.5, 0, 3.5, 3): Return: 3.96%, Hit Ratio: 80.77%, Max Drawdown: 0.69%
(100, 1, 1, 0.5, 0, 3.5, 2.5): Return: 3.96%, Hit Ratio: 74.75%, Max Drawdown: 1.23%
(100, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: 3.96%, Hit Ratio: 79.49%, Max Drawdown: 0.74%
(60, 1, 1.5, 0.5, -0.5, 3, 3): Return: 3.95%, Hit Ratio: 72.92%, Max Drawdown: 0.36%
(60, 1, 1.5, 0.5, -0.5, 3.5, 3): Return: 3.95%, Hit Ratio: 72.92%, Max Drawdown: 0.36%
(30, 1, 1, 0.5, -0.5, 3.5, 3): Return: 3.93%, Hit Ratio: 69.64%, Max Drawdown: 0.33%
(100, 1, 1.5, 0, 0, 3.5, 3): Return: 3.93%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0, 3.5, 3.5): Return: 3.93%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 1, 2, 0, -0.5, 3.5, 2.5): Return: 3.93%, Hit Ratio: 79.22%, Max Drawdown: 0.74%
(100, 1, 1, 0.5, 0, 3, 2.5): Return: 3.92%, Hit Ratio: 74.49%, Max Drawdown: 1.23%
(100, 1, 1.5, 0, -0.5, 2.5, 2.5): Return: 3.91%, Hit Ratio: 76.92%, Max Drawdown: 0.74%
(100, 1, 1.5, 0, -0.5, 3, 2.5): Return: 3.91%, Hit Ratio: 79.22%, Max Drawdown: 0.74%
(100, 1, 2, 0, 0, 3.5, 3): Return: 3.9%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0, 3.5, 3.5): Return: 3.9%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(60, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 3.89%, Hit Ratio: 75.0%, Max Drawdown: 0.36%
(60, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 3.89%, Hit Ratio: 75.0%, Max Drawdown: 0.36%
(100, 1, 1.5, 0.5, -0.5, 2.5, 3): Return: 3.89%, Hit Ratio: 73.63%, Max Drawdown: 0.44%
(100, 1, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 3.89%, Hit Ratio: 73.63%, Max Drawdown: 0.44%
(100, 1, 2, 0, -0.5, 2.5, 2.5): Return: 3.89%, Hit Ratio: 76.62%, Max Drawdown: 0.74%
(100, 1, 2, 0, -0.5, 3, 2.5): Return: 3.89%, Hit Ratio: 78.95%, Max Drawdown: 0.74%
(100, 1, 1.5, -0.5, 0, 3.5, 3): Return: 3.88%, Hit Ratio: 81.33%, Max Drawdown: 0.69%
(100, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 3.88%, Hit Ratio: 81.33%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0, 2.5, 3): Return: 3.88%, Hit Ratio: 78.75%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0, 2.5, 3.5): Return: 3.88%, Hit Ratio: 78.75%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0, 3, 3): Return: 3.88%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(100, 1, 1.5, 0, 0, 3, 3.5): Return: 3.88%, Hit Ratio: 79.75%, Max Drawdown: 0.69%
(30, 1.5, 2, 0.5, 0.5, 2.5, 3): Return: 3.87%, Hit Ratio: 69.23%, Max Drawdown: 0.33%
(30, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 3.86%, Hit Ratio: 64.06%, Max Drawdown: 0.33%
(30, 1.5, 2, 0.5, 0, 2.5, 3): Return: 3.86%, Hit Ratio: 67.31%, Max Drawdown: 0.33%
(60, 2, 2, 0.5, -0.5, 3, 3.5): Return: 3.86%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(60, 2, 2, 0.5, -0.5, 3.5, 3.5): Return: 3.86%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(100, 1, 2, -0.5, 0, 3.5, 3): Return: 3.86%, Hit Ratio: 81.08%, Max Drawdown: 0.69%
(100, 1, 2, -0.5, 0, 3.5, 3.5): Return: 3.86%, Hit Ratio: 81.08%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0, 2.5, 3): Return: 3.86%, Hit Ratio: 78.48%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0, 2.5, 3.5): Return: 3.86%, Hit Ratio: 78.48%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0, 3, 3): Return: 3.86%, Hit Ratio: 79.49%, Max Drawdown: 0.69%
(100, 1, 2, 0, 0, 3, 3.5): Return: 3.86%, Hit Ratio: 79.49%, Max Drawdown: 0.69%
(100, 1, 2, 0.5, -0.5, 2.5, 3): Return: 3.86%, Hit Ratio: 73.33%, Max Drawdown: 0.44%
(100, 1, 2, 0.5, -0.5, 2.5, 3.5): Return: 3.86%, Hit Ratio: 73.33%, Max Drawdown: 0.44%
(30, 1.5, 1.5, 0.5, 0, 2.5, 2.5): Return: 3.85%, Hit Ratio: 59.38%, Max Drawdown: 0.33%
(30, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: 3.85%, Hit Ratio: 64.58%, Max Drawdown: 0.53%
(30, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.84%, Hit Ratio: 64.18%, Max Drawdown: 0.52%
(100, 1, 1.5, -0.5, 0, 2.5, 3): Return: 3.84%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 3.84%, Hit Ratio: 80.0%, Max Drawdown: 0.69%
(100, 1, 1.5, -0.5, 0, 3, 3): Return: 3.84%, Hit Ratio: 81.08%, Max Drawdown: 0.69%
(100, 1, 1.5, -0.5, 0, 3, 3.5): Return: 3.84%, Hit Ratio: 81.08%, Max Drawdown: 0.69%
(30, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 3.83%, Hit Ratio: 59.38%, Max Drawdown: 0.33%
(30, 2, 2, 0.5, -0.5, 3, 3): Return: 3.83%, Hit Ratio: 77.78%, Max Drawdown: 0.24%
(60, 1.5, 1.5, 0, 0.5, 3, 3): Return: 3.83%, Hit Ratio: 73.08%, Max Drawdown: 0.36%
(60, 1.5, 1.5, 0, 0.5, 3.5, 3): Return: 3.83%, Hit Ratio: 73.08%, Max Drawdown: 0.36%
(30, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: 3.82%, Hit Ratio: 59.7%, Max Drawdown: 0.53%
(30, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: 3.82%, Hit Ratio: 64.44%, Max Drawdown: 0.24%
(30, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 3.81%, Hit Ratio: 76.25%, Max Drawdown: 0.74%
(100, 1, 2, -0.5, 0, 2.5, 3): Return: 3.81%, Hit Ratio: 79.73%, Max Drawdown: 0.69%
(100, 1, 2, -0.5, 0, 2.5, 3.5): Return: 3.81%, Hit Ratio: 79.73%, Max Drawdown: 0.69%
(100, 1, 2, -0.5, 0, 3, 3): Return: 3.81%, Hit Ratio: 80.82%, Max Drawdown: 0.69%
(100, 1, 2, -0.5, 0, 3, 3.5): Return: 3.81%, Hit Ratio: 80.82%, Max Drawdown: 0.69%
(30, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: 3.8%, Hit Ratio: 73.91%, Max Drawdown: 0.24%
(60, 1, 1, 0, -0.5, 3, 2.5): Return: 3.8%, Hit Ratio: 76.09%, Max Drawdown: 1.24%
(60, 1, 1, 0, -0.5, 3.5, 2.5): Return: 3.8%, Hit Ratio: 76.09%, Max Drawdown: 1.24%
(60, 1, 1.5, 0.5, -0.5, 3, 2.5): Return: 3.8%, Hit Ratio: 71.88%, Max Drawdown: 0.39%
(60, 1, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 3.8%, Hit Ratio: 71.88%, Max Drawdown: 0.39%
(60, 2, 2, 0.5, -0.5, 3, 3): Return: 3.8%, Hit Ratio: 68.0%, Max Drawdown: 0.57%
(60, 2, 2, 0.5, -0.5, 3.5, 3): Return: 3.8%, Hit Ratio: 68.0%, Max Drawdown: 0.57%
(30, 2, 2, 0.5, 0.5, 3, 3): Return: 3.79%, Hit Ratio: 85.19%, Max Drawdown: 0.24%
(30, 1, 1, 0.5, -0.5, 3, 3): Return: 3.78%, Hit Ratio: 69.64%, Max Drawdown: 0.33%
(30, 1.5, 2, 0.5, -0.5, 2.5, 3.5): Return: 3.78%, Hit Ratio: 67.31%, Max Drawdown: 0.55%
(30, 2, 1.5, 0.5, 0, 3, 2.5): Return: 3.78%, Hit Ratio: 64.44%, Max Drawdown: 0.24%
(30, 2, 1.5, 0.5, 0.5, 3, 3.5): Return: 3.78%, Hit Ratio: 73.47%, Max Drawdown: 0.52%
(30, 2, 2, 0.5, 0, 3, 3): Return: 3.78%, Hit Ratio: 77.78%, Max Drawdown: 0.24%
(60, 1.5, 2, 0, 0, 3, 3.5): Return: 3.78%, Hit Ratio: 68.18%, Max Drawdown: 0.5%
(60, 1.5, 2, 0, 0, 3.5, 3.5): Return: 3.78%, Hit Ratio: 68.18%, Max Drawdown: 0.5%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3): Return: 3.78%, Hit Ratio: 75.86%, Max Drawdown: 0.74%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 3.78%, Hit Ratio: 75.86%, Max Drawdown: 0.74%
(30, 2, 1.5, 0.5, 0, 3, 3.5): Return: 3.77%, Hit Ratio: 64.58%, Max Drawdown: 0.53%
(60, 1, 1.5, -0.5, -0.5, 3, 3): Return: 3.76%, Hit Ratio: 84.06%, Max Drawdown: 0.74%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 3.76%, Hit Ratio: 84.06%, Max Drawdown: 0.74%
(60, 1.5, 1.5, 0, -0.5, 3, 3.5): Return: 3.75%, Hit Ratio: 80.85%, Max Drawdown: 0.74%
(60, 1.5, 1.5, 0, -0.5, 3.5, 3.5): Return: 3.75%, Hit Ratio: 80.85%, Max Drawdown: 0.74%
(100, 1, 1, 0.5, 0, 3.5, 3): Return: 3.74%, Hit Ratio: 74.75%, Max Drawdown: 1.23%
(100, 1, 1, 0.5, 0, 3.5, 3.5): Return: 3.74%, Hit Ratio: 74.75%, Max Drawdown: 1.23%
(100, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 3.74%, Hit Ratio: 75.0%, Max Drawdown: 0.74%
(100, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 3.74%, Hit Ratio: 75.0%, Max Drawdown: 0.74%
(30, 1, 1, 0.5, 0, 3.5, 3): Return: 3.73%, Hit Ratio: 70.8%, Max Drawdown: 0.33%
(30, 1, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 3.73%, Hit Ratio: 73.17%, Max Drawdown: 0.74%
(60, 1, 1.5, -0.5, 0, 3, 2.5): Return: 3.73%, Hit Ratio: 81.25%, Max Drawdown: 0.69%
(60, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 3.73%, Hit Ratio: 81.25%, Max Drawdown: 0.69%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 3.73%, Hit Ratio: 74.19%, Max Drawdown: 0.43%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.73%, Hit Ratio: 74.19%, Max Drawdown: 0.43%
(100, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: 3.73%, Hit Ratio: 68.97%, Max Drawdown: 0.74%
(100, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 3.73%, Hit Ratio: 68.97%, Max Drawdown: 0.74%
(100, 1.5, 2, -0.5, -0.5, 3, 3): Return: 3.73%, Hit Ratio: 75.0%, Max Drawdown: 0.74%
(100, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 3.73%, Hit Ratio: 75.0%, Max Drawdown: 0.74%
(30, 1, 1, -0.5, -0.5, 3, 2.5): Return: 3.72%, Hit Ratio: 79.07%, Max Drawdown: 0.74%
(100, 1, 1.5, 0, -0.5, 3.5, 3): Return: 3.72%, Hit Ratio: 79.49%, Max Drawdown: 0.74%
(100, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: 3.72%, Hit Ratio: 79.49%, Max Drawdown: 0.74%
(30, 1, 1, 0.5, -0.5, 2.5, 2.5): Return: 3.71%, Hit Ratio: 67.86%, Max Drawdown: 0.34%
(60, 2, 2, 0.5, 0.5, 3, 3.5): Return: 3.71%, Hit Ratio: 73.08%, Max Drawdown: 0.56%
(60, 2, 2, 0.5, 0.5, 3.5, 3.5): Return: 3.71%, Hit Ratio: 73.08%, Max Drawdown: 0.56%
(60, 1, 1.5, 0, -0.5, 2.5, 3): Return: 3.7%, Hit Ratio: 78.57%, Max Drawdown: 0.74%
(100, 1, 1, 0.5, 0, 3, 3): Return: 3.7%, Hit Ratio: 74.49%, Max Drawdown: 1.23%
(100, 1, 1, 0.5, 0, 3, 3.5): Return: 3.7%, Hit Ratio: 74.49%, Max Drawdown: 1.23%
(100, 1, 2, 0.5, 0.5, 2.5, 3): Return: 3.7%, Hit Ratio: 73.91%, Max Drawdown: 0.43%
(100, 1, 2, 0.5, 0.5, 2.5, 3.5): Return: 3.7%, Hit Ratio: 73.91%, Max Drawdown: 0.43%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 3.7%, Hit Ratio: 68.75%, Max Drawdown: 0.74%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 3.7%, Hit Ratio: 68.75%, Max Drawdown: 0.74%
(100, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 3.7%, Hit Ratio: 74.19%, Max Drawdown: 0.74%
(100, 1.5, 1.5, -0.5, -0.5, 3, 3.5): Return: 3.7%, Hit Ratio: 74.19%, Max Drawdown: 0.74%
(30, 1.5, 2, 0.5, 0.5, 2.5, 2.5): Return: 3.69%, Hit Ratio: 68.0%, Max Drawdown: 0.4%
(60, 1, 1.5, -0.5, 0, 3, 3): Return: 3.69%, Hit Ratio: 81.25%, Max Drawdown: 0.69%
(60, 1, 1.5, -0.5, 0, 3.5, 3): Return: 3.69%, Hit Ratio: 81.25%, Max Drawdown: 0.69%
(60, 2, 2, 0.5, 0, 3, 3.5): Return: 3.69%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(60, 2, 2, 0.5, 0, 3.5, 3.5): Return: 3.69%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(100, 1, 2, 0, -0.5, 3.5, 3): Return: 3.69%, Hit Ratio: 79.22%, Max Drawdown: 0.74%
(100, 1, 2, 0, -0.5, 3.5, 3.5): Return: 3.69%, Hit Ratio: 79.22%, Max Drawdown: 0.74%
(30, 1, 2, -0.5, -0.5, 3, 2.5): Return: 3.68%, Hit Ratio: 76.32%, Max Drawdown: 0.74%
(30, 1.5, 2, 0.5, 0, 2.5, 2.5): Return: 3.68%, Hit Ratio: 66.0%, Max Drawdown: 0.4%
(30, 1.5, 2, 0.5, 0.5, 2.5, 3.5): Return: 3.67%, Hit Ratio: 67.92%, Max Drawdown: 0.55%
(60, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 3.67%, Hit Ratio: 74.07%, Max Drawdown: 0.41%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 3.67%, Hit Ratio: 74.07%, Max Drawdown: 0.41%
(100, 1, 1.5, 0, -0.5, 2.5, 3): Return: 3.67%, Hit Ratio: 76.92%, Max Drawdown: 0.74%
(100, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: 3.67%, Hit Ratio: 76.92%, Max Drawdown: 0.74%
(100, 1, 1.5, 0, -0.5, 3, 3): Return: 3.67%, Hit Ratio: 79.22%, Max Drawdown: 0.74%
(100, 1, 1.5, 0, -0.5, 3, 3.5): Return: 3.67%, Hit Ratio: 79.22%, Max Drawdown: 0.74%
(30, 1.5, 2, 0.5, 0, 2.5, 3.5): Return: 3.66%, Hit Ratio: 66.04%, Max Drawdown: 0.55%
(100, 1.5, 2, 0.5, 0, 3.5, 3): Return: 3.66%, Hit Ratio: 70.0%, Max Drawdown: 0.53%
(100, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: 3.66%, Hit Ratio: 70.0%, Max Drawdown: 0.53%
(30, 1, 1, 0.5, 0.5, 3.5, 3): Return: 3.65%, Hit Ratio: 72.27%, Max Drawdown: 0.33%
(60, 1.5, 1.5, 0.5, 0, 3, 2.5): Return: 3.65%, Hit Ratio: 71.7%, Max Drawdown: 0.41%
(60, 1.5, 1.5, 0.5, 0, 3.5, 2.5): Return: 3.65%, Hit Ratio: 71.7%, Max Drawdown: 0.41%
(100, 1, 2, 0, -0.5, 2.5, 3): Return: 3.65%, Hit Ratio: 76.62%, Max Drawdown: 0.74%
(100, 1, 2, 0, -0.5, 2.5, 3.5): Return: 3.65%, Hit Ratio: 76.62%, Max Drawdown: 0.74%
(100, 1, 2, 0, -0.5, 3, 3): Return: 3.65%, Hit Ratio: 78.95%, Max Drawdown: 0.74%
(100, 1, 2, 0, -0.5, 3, 3.5): Return: 3.65%, Hit Ratio: 78.95%, Max Drawdown: 0.74%
(30, 1, 1, -0.5, -0.5, 2.5, 2.5): Return: 3.64%, Hit Ratio: 75.0%, Max Drawdown: 0.74%
(30, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: 3.63%, Hit Ratio: 66.0%, Max Drawdown: 0.44%
(30, 2, 2, 0.5, -0.5, 3, 3.5): Return: 3.63%, Hit Ratio: 75.0%, Max Drawdown: 0.57%
(60, 2, 2, 0.5, 0.5, 3, 3): Return: 3.63%, Hit Ratio: 72.0%, Max Drawdown: 0.56%
(60, 2, 2, 0.5, 0.5, 3.5, 3): Return: 3.63%, Hit Ratio: 72.0%, Max Drawdown: 0.56%
(100, 1.5, 1.5, 0.5, 0, 3.5, 3): Return: 3.63%, Hit Ratio: 69.77%, Max Drawdown: 0.52%
(100, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: 3.63%, Hit Ratio: 69.77%, Max Drawdown: 0.52%
(30, 1, 1, 0.5, 0, 2.5, 2.5): Return: 3.62%, Hit Ratio: 69.64%, Max Drawdown: 0.34%
(60, 1, 2, 0, 0.5, 3, 3.5): Return: 3.62%, Hit Ratio: 75.53%, Max Drawdown: 0.5%
(60, 1, 2, 0, 0.5, 3.5, 3.5): Return: 3.62%, Hit Ratio: 75.53%, Max Drawdown: 0.5%
(60, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: 3.62%, Hit Ratio: 72.22%, Max Drawdown: 0.36%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 3): Return: 3.62%, Hit Ratio: 72.22%, Max Drawdown: 0.36%
(100, 1.5, 2, 0.5, 0, 3, 3): Return: 3.62%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(100, 1.5, 2, 0.5, 0, 3, 3.5): Return: 3.62%, Hit Ratio: 69.23%, Max Drawdown: 0.57%
(60, 1, 2, 0, -0.5, 2.5, 3): Return: 3.61%, Hit Ratio: 76.83%, Max Drawdown: 0.74%
(60, 1.5, 1.5, 0.5, 0, 3, 3): Return: 3.61%, Hit Ratio: 69.81%, Max Drawdown: 0.36%
(60, 1.5, 1.5, 0.5, 0, 3.5, 3): Return: 3.61%, Hit Ratio: 69.81%, Max Drawdown: 0.36%
(60, 2, 2, 0.5, 0, 3, 3): Return: 3.61%, Hit Ratio: 68.0%, Max Drawdown: 0.57%
(60, 2, 2, 0.5, 0, 3.5, 3): Return: 3.61%, Hit Ratio: 68.0%, Max Drawdown: 0.57%
(30, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 3.6%, Hit Ratio: 73.08%, Max Drawdown: 0.74%
(30, 2, 2, 0.5, 0.5, 3, 2.5): Return: 3.6%, Hit Ratio: 83.33%, Max Drawdown: 0.24%
(60, 1, 2, -0.5, -0.5, 3, 2.5): Return: 3.6%, Hit Ratio: 79.41%, Max Drawdown: 0.74%
(60, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 3.6%, Hit Ratio: 79.41%, Max Drawdown: 0.74%
(30, 2, 2, 0.5, -0.5, 3, 2.5): Return: 3.59%, Hit Ratio: 75.0%, Max Drawdown: 0.24%
(30, 2, 2, 0.5, 0, 3, 2.5): Return: 3.59%, Hit Ratio: 75.0%, Max Drawdown: 0.24%
(30, 2, 2, 0.5, 0.5, 3, 3.5): Return: 3.59%, Hit Ratio: 82.14%, Max Drawdown: 0.56%
(60, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: 3.59%, Hit Ratio: 72.92%, Max Drawdown: 0.36%
(60, 2, 2, 0.5, 0.5, 3, 2.5): Return: 3.59%, Hit Ratio: 71.43%, Max Drawdown: 0.32%
(60, 2, 2, 0.5, 0.5, 3.5, 2.5): Return: 3.59%, Hit Ratio: 71.43%, Max Drawdown: 0.32%
(100, 1.5, 1.5, 0.5, 0, 3, 3): Return: 3.59%, Hit Ratio: 69.05%, Max Drawdown: 0.56%
