(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.53%, Hit Ratio: 44.83%, Max Drawdown: 0.73%
(100, 1.5, 2, 0, -0.5, 3, 2.5): Return: -0.54%, Hit Ratio: 46.43%, Max Drawdown: 0.8%
(100, 1.5, 2, 0, -0.5, 3.5, 3.5): Return: -0.54%, Hit Ratio: 47.62%, Max Drawdown: 0.98%
(100, 1.5, 2, 0.5, 0, 3, 3.5): Return: -0.54%, Hit Ratio: 40.98%, Max Drawdown: 0.84%
(100, 2, 2, -0.5, 0, 3, 3): Return: -0.54%, Hit Ratio: 37.93%, Max Drawdown: 0.64%
(30, 2, 2, 0, -0.5, 3, 3): Return: -0.55%, Hit Ratio: 44.12%, Max Drawdown: 0.61%
(30, 2, 2, 0, 0, 2.5, 2.5): Return: -0.55%, Hit Ratio: 35.0%, Max Drawdown: 0.6%
(30, 2, 2, 0.5, -0.5, 2.5, 3): Return: -0.55%, Hit Ratio: 39.13%, Max Drawdown: 0.58%
(60, 2, 2, -0.5, -0.5, 3, 3): Return: -0.55%, Hit Ratio: 50.0%, Max Drawdown: 0.75%
(60, 2, 2, -0.5, -0.5, 3, 3.5): Return: -0.55%, Hit Ratio: 50.0%, Max Drawdown: 0.75%
(60, 2, 2, -0.5, -0.5, 3.5, 3): Return: -0.55%, Hit Ratio: 48.57%, Max Drawdown: 0.75%
(60, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: -0.55%, Hit Ratio: 48.57%, Max Drawdown: 0.75%
(60, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.55%, Hit Ratio: 48.39%, Max Drawdown: 0.69%
(60, 2, 2, 0.5, 0, 3.5, 2.5): Return: -0.55%, Hit Ratio: 48.39%, Max Drawdown: 0.69%
(100, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: -0.55%, Hit Ratio: 48.39%, Max Drawdown: 0.78%
(100, 2, 2, 0.5, 0.5, 3.5, 3): Return: -0.55%, Hit Ratio: 42.42%, Max Drawdown: 0.72%
(30, 2, 2, 0, -0.5, 3, 2.5): Return: -0.56%, Hit Ratio: 43.75%, Max Drawdown: 0.61%
(30, 2, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.56%, Hit Ratio: 38.1%, Max Drawdown: 0.6%
(100, 2, 2, -0.5, 0.5, 3, 2.5): Return: -0.56%, Hit Ratio: 32.14%, Max Drawdown: 0.62%
(100, 2, 2, 0, 0.5, 3.5, 3): Return: -0.56%, Hit Ratio: 42.42%, Max Drawdown: 0.69%
(30, 2, 2, -0.5, -0.5, 2.5, 3): Return: -0.57%, Hit Ratio: 36.36%, Max Drawdown: 0.6%
(30, 2, 2, -0.5, 0, 2.5, 2.5): Return: -0.57%, Hit Ratio: 35.0%, Max Drawdown: 0.6%
(60, 1.5, 2, 0, 0, 2.5, 2.5): Return: -0.57%, Hit Ratio: 40.82%, Max Drawdown: 0.68%
(100, 1.5, 2, 0.5, -0.5, 2.5, 3.5): Return: -0.57%, Hit Ratio: 37.74%, Max Drawdown: 0.75%
