(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(100, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: 3.82%, Hit Ratio: 65.0%, Max Drawdown: 1.43%
(100, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 3.82%, Hit Ratio: 65.0%, Max Drawdown: 1.43%
(100, 1, 1.5, -0.5, -0.5, 3, 3): Return: 3.82%, Hit Ratio: 65.0%, Max Drawdown: 1.43%
(100, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 3.82%, Hit Ratio: 65.0%, Max Drawdown: 1.43%
(100, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 3.82%, Hit Ratio: 65.0%, Max Drawdown: 1.43%
(100, 2, 1.5, -0.5, 0, 2.5, 3): Return: 3.82%, Hit Ratio: 70.59%, Max Drawdown: 0.51%
(100, 2, 1.5, -0.5, 0, 3, 3): Return: 3.82%, Hit Ratio: 70.59%, Max Drawdown: 0.51%
(100, 2, 1.5, -0.5, 0, 3.5, 3): Return: 3.82%, Hit Ratio: 70.59%, Max Drawdown: 0.51%
(60, 1.5, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 3.81%, Hit Ratio: 64.29%, Max Drawdown: 1.75%
(60, 2, 1.5, -0.5, 0.5, 3, 2.5): Return: 3.81%, Hit Ratio: 67.65%, Max Drawdown: 1.12%
(60, 2, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 3.81%, Hit Ratio: 67.65%, Max Drawdown: 1.12%
(60, 1.5, 1.5, 0, -0.5, 3, 3): Return: 3.8%, Hit Ratio: 66.67%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0, -0.5, 3.5, 3): Return: 3.8%, Hit Ratio: 66.67%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0, -0.5, 2.5, 3.5): Return: 3.79%, Hit Ratio: 67.5%, Max Drawdown: 1.75%
(30, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 3.77%, Hit Ratio: 59.57%, Max Drawdown: 1.28%
(30, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 3.77%, Hit Ratio: 59.57%, Max Drawdown: 1.28%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 3.76%, Hit Ratio: 64.86%, Max Drawdown: 0.75%
(100, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: 3.76%, Hit Ratio: 64.86%, Max Drawdown: 0.75%
(100, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 3.76%, Hit Ratio: 64.86%, Max Drawdown: 0.75%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 3.75%, Hit Ratio: 64.86%, Max Drawdown: 1.74%
(30, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 3.74%, Hit Ratio: 67.57%, Max Drawdown: 1.74%
(100, 2, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.74%, Hit Ratio: 68.42%, Max Drawdown: 0.75%
(100, 2, 1.5, 0.5, 0.5, 3, 3.5): Return: 3.74%, Hit Ratio: 68.42%, Max Drawdown: 0.75%
(100, 2, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 3.74%, Hit Ratio: 68.42%, Max Drawdown: 0.75%
(30, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 3.73%, Hit Ratio: 61.54%, Max Drawdown: 1.28%
(30, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 3.73%, Hit Ratio: 61.54%, Max Drawdown: 1.28%
(100, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: 3.72%, Hit Ratio: 70.0%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, 0, 3, 3.5): Return: 3.72%, Hit Ratio: 70.0%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, 0, 3.5, 3.5): Return: 3.72%, Hit Ratio: 70.0%, Max Drawdown: 1.14%
(30, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 3.71%, Hit Ratio: 60.78%, Max Drawdown: 1.74%
(60, 1.5, 1.5, -0.5, 0, 2.5, 2.5): Return: 3.71%, Hit Ratio: 65.79%, Max Drawdown: 1.74%
(60, 1.5, 1.5, 0.5, 0, 2.5, 2.5): Return: 3.71%, Hit Ratio: 63.16%, Max Drawdown: 1.74%
(30, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: 3.7%, Hit Ratio: 70.45%, Max Drawdown: 1.75%
(100, 2, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 3.7%, Hit Ratio: 66.67%, Max Drawdown: 0.55%
(100, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: 3.7%, Hit Ratio: 66.67%, Max Drawdown: 0.55%
(100, 2, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 3.7%, Hit Ratio: 66.67%, Max Drawdown: 0.55%
(30, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 3.69%, Hit Ratio: 65.62%, Max Drawdown: 1.28%
(30, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 3.69%, Hit Ratio: 65.62%, Max Drawdown: 1.28%
(30, 1, 1.5, 0, 0, 2.5, 3): Return: 3.68%, Hit Ratio: 64.58%, Max Drawdown: 1.74%
(60, 2, 1.5, 0, 0.5, 3, 2.5): Return: 3.68%, Hit Ratio: 70.59%, Max Drawdown: 1.12%
(60, 2, 1.5, 0, 0.5, 3.5, 2.5): Return: 3.68%, Hit Ratio: 70.59%, Max Drawdown: 1.12%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 3.67%, Hit Ratio: 62.16%, Max Drawdown: 1.76%
(60, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 3.67%, Hit Ratio: 62.16%, Max Drawdown: 1.29%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 3.67%, Hit Ratio: 62.16%, Max Drawdown: 1.29%
(30, 1, 1.5, 0, 0, 3, 2.5): Return: 3.66%, Hit Ratio: 61.36%, Max Drawdown: 1.28%
(30, 1, 1.5, 0, 0, 3.5, 2.5): Return: 3.66%, Hit Ratio: 61.36%, Max Drawdown: 1.28%
(30, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 3.65%, Hit Ratio: 67.31%, Max Drawdown: 1.29%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 3.65%, Hit Ratio: 67.31%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: 3.64%, Hit Ratio: 66.67%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 3.64%, Hit Ratio: 66.67%, Max Drawdown: 1.29%
(30, 1.5, 1.5, 0, -0.5, 2.5, 3.5): Return: 3.63%, Hit Ratio: 69.05%, Max Drawdown: 1.76%
(30, 1, 2, -0.5, -0.5, 3, 3.5): Return: 3.62%, Hit Ratio: 66.67%, Max Drawdown: 1.29%
(30, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 3.62%, Hit Ratio: 66.67%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 3): Return: 3.59%, Hit Ratio: 60.98%, Max Drawdown: 1.75%
(100, 1, 1.5, 0.5, 0, 2.5, 3.5): Return: 3.58%, Hit Ratio: 62.0%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0, 3, 3.5): Return: 3.58%, Hit Ratio: 62.0%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0, 3.5, 3.5): Return: 3.58%, Hit Ratio: 62.0%, Max Drawdown: 1.61%
(60, 1.5, 1.5, -0.5, 0.5, 2.5, 3): Return: 3.55%, Hit Ratio: 63.41%, Max Drawdown: 1.75%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 3.55%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(100, 1.5, 1.5, -0.5, -0.5, 3, 3): Return: 3.55%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(100, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 3.55%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(60, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 3.54%, Hit Ratio: 58.49%, Max Drawdown: 1.13%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 3.54%, Hit Ratio: 58.49%, Max Drawdown: 1.13%
(60, 1.5, 1.5, 0, -0.5, 2.5, 3): Return: 3.53%, Hit Ratio: 66.67%, Max Drawdown: 1.75%
(60, 1.5, 1.5, 0, 0, 3, 2.5): Return: 3.53%, Hit Ratio: 68.42%, Max Drawdown: 1.28%
(60, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: 3.53%, Hit Ratio: 68.42%, Max Drawdown: 1.28%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: 3.52%, Hit Ratio: 66.67%, Max Drawdown: 0.74%
(100, 2, 1.5, 0.5, -0.5, 3, 3): Return: 3.52%, Hit Ratio: 66.67%, Max Drawdown: 0.74%
(100, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: 3.52%, Hit Ratio: 66.67%, Max Drawdown: 0.74%
(30, 1.5, 1.5, -0.5, 0, 2.5, 2.5): Return: 3.51%, Hit Ratio: 61.11%, Max Drawdown: 1.74%
(100, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 3.51%, Hit Ratio: 67.35%, Max Drawdown: 1.35%
(100, 1, 1.5, -0.5, 0, 3, 3.5): Return: 3.51%, Hit Ratio: 67.35%, Max Drawdown: 1.35%
(100, 1, 1.5, -0.5, 0, 3.5, 3.5): Return: 3.51%, Hit Ratio: 67.35%, Max Drawdown: 1.35%
(100, 2, 1.5, 0, 0, 2.5, 3.5): Return: 3.5%, Hit Ratio: 65.79%, Max Drawdown: 0.84%
(100, 2, 1.5, 0, 0, 3, 3.5): Return: 3.5%, Hit Ratio: 65.79%, Max Drawdown: 0.84%
(100, 2, 1.5, 0, 0, 3.5, 3.5): Return: 3.5%, Hit Ratio: 65.79%, Max Drawdown: 0.84%
(60, 1, 1.5, -0.5, -0.5, 3, 3.5): Return: 3.47%, Hit Ratio: 59.09%, Max Drawdown: 1.6%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 3.47%, Hit Ratio: 59.09%, Max Drawdown: 1.6%
(100, 1.5, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 3.47%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, -0.5, 3, 3.5): Return: 3.47%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 3.47%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.45%, Hit Ratio: 70.0%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3.5): Return: 3.45%, Hit Ratio: 70.0%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 3.45%, Hit Ratio: 70.0%, Max Drawdown: 1.14%
(30, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 3.44%, Hit Ratio: 58.7%, Max Drawdown: 1.74%
(30, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 3.43%, Hit Ratio: 68.42%, Max Drawdown: 1.29%
(30, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 3.43%, Hit Ratio: 68.42%, Max Drawdown: 1.29%
(100, 1.5, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 3.43%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: 3.43%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 3.43%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 2, 1.5, -0.5, 0.5, 2.5, 3): Return: 3.42%, Hit Ratio: 67.65%, Max Drawdown: 0.64%
(100, 2, 1.5, -0.5, 0.5, 3, 3): Return: 3.42%, Hit Ratio: 67.65%, Max Drawdown: 0.64%
(100, 2, 1.5, -0.5, 0.5, 3.5, 3): Return: 3.42%, Hit Ratio: 67.65%, Max Drawdown: 0.64%
(60, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 3.41%, Hit Ratio: 58.82%, Max Drawdown: 1.13%
(60, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 3.41%, Hit Ratio: 58.82%, Max Drawdown: 1.13%
(100, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 3.41%, Hit Ratio: 67.39%, Max Drawdown: 1.35%
(100, 1, 1.5, -0.5, 0, 2.5, 3): Return: 3.41%, Hit Ratio: 67.39%, Max Drawdown: 1.35%
(100, 1, 1.5, -0.5, 0, 3, 2.5): Return: 3.41%, Hit Ratio: 67.39%, Max Drawdown: 1.35%
(100, 1, 1.5, -0.5, 0, 3, 3): Return: 3.41%, Hit Ratio: 67.39%, Max Drawdown: 1.35%
(100, 1, 1.5, -0.5, 0, 3.5, 2.5): Return: 3.41%, Hit Ratio: 67.39%, Max Drawdown: 1.35%
(100, 1, 1.5, -0.5, 0, 3.5, 3): Return: 3.41%, Hit Ratio: 67.39%, Max Drawdown: 1.35%
(100, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 3.41%, Hit Ratio: 67.74%, Max Drawdown: 1.64%
(100, 1, 2, -0.5, -0.5, 3, 3.5): Return: 3.41%, Hit Ratio: 67.74%, Max Drawdown: 1.64%
(100, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 3.41%, Hit Ratio: 67.74%, Max Drawdown: 1.64%
(30, 1.5, 1.5, 0, 0, 3, 2.5): Return: 3.4%, Hit Ratio: 63.16%, Max Drawdown: 1.28%
(30, 1.5, 1.5, 0, 0, 3.5, 2.5): Return: 3.4%, Hit Ratio: 63.16%, Max Drawdown: 1.28%
(30, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 3.39%, Hit Ratio: 60.53%, Max Drawdown: 1.74%
(60, 1.5, 1.5, -0.5, -0.5, 2.5, 3): Return: 3.39%, Hit Ratio: 62.16%, Max Drawdown: 1.76%
(60, 1.5, 1.5, 0, 0.5, 3, 3): Return: 3.37%, Hit Ratio: 65.85%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0, 0.5, 3.5, 3): Return: 3.37%, Hit Ratio: 65.85%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: 3.36%, Hit Ratio: 66.67%, Max Drawdown: 1.75%
(30, 1.5, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 3.35%, Hit Ratio: 64.52%, Max Drawdown: 1.75%
(100, 1, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 3.34%, Hit Ratio: 60.0%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: 3.34%, Hit Ratio: 60.0%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 3.34%, Hit Ratio: 60.0%, Max Drawdown: 1.61%
(30, 1, 1.5, 0, 0, 2.5, 2.5): Return: 3.33%, Hit Ratio: 60.47%, Max Drawdown: 1.74%
(60, 1, 1.5, -0.5, -0.5, 3, 2.5): Return: 3.33%, Hit Ratio: 60.47%, Max Drawdown: 1.6%
(60, 1, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 3.33%, Hit Ratio: 60.47%, Max Drawdown: 1.6%
(30, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: 3.32%, Hit Ratio: 69.57%, Max Drawdown: 1.75%
(60, 1, 1.5, 0.5, 0.5, 3, 3): Return: 3.28%, Hit Ratio: 57.69%, Max Drawdown: 1.13%
(60, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 3.28%, Hit Ratio: 57.69%, Max Drawdown: 1.13%
(30, 1, 1.5, -0.5, 0.5, 3, 3): Return: 3.27%, Hit Ratio: 66.67%, Max Drawdown: 1.3%
(30, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 3.27%, Hit Ratio: 66.67%, Max Drawdown: 1.3%
(60, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.27%, Hit Ratio: 58.49%, Max Drawdown: 1.54%
(30, 1.5, 1.5, 0, -0.5, 2.5, 3): Return: 3.26%, Hit Ratio: 68.29%, Max Drawdown: 1.76%
(60, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: 3.26%, Hit Ratio: 68.42%, Max Drawdown: 1.75%
(30, 1, 2, -0.5, 0, 3, 3.5): Return: 3.25%, Hit Ratio: 62.86%, Max Drawdown: 1.29%
(30, 1, 2, -0.5, 0, 3.5, 3.5): Return: 3.25%, Hit Ratio: 62.86%, Max Drawdown: 1.29%
(100, 1, 1.5, 0, 0, 2.5, 3.5): Return: 3.25%, Hit Ratio: 66.0%, Max Drawdown: 1.35%
(100, 1, 1.5, 0, 0, 3, 3.5): Return: 3.25%, Hit Ratio: 66.0%, Max Drawdown: 1.35%
(100, 1, 1.5, 0, 0, 3.5, 3.5): Return: 3.25%, Hit Ratio: 66.0%, Max Drawdown: 1.35%
(100, 2, 1.5, 0, 0.5, 2.5, 3.5): Return: 3.25%, Hit Ratio: 65.79%, Max Drawdown: 0.88%
(100, 2, 1.5, 0, 0.5, 3, 3.5): Return: 3.25%, Hit Ratio: 65.79%, Max Drawdown: 0.88%
(100, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: 3.25%, Hit Ratio: 65.79%, Max Drawdown: 0.88%
(30, 1, 1.5, 0, 0.5, 3, 3.5): Return: 3.24%, Hit Ratio: 67.31%, Max Drawdown: 1.29%
(30, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 3.24%, Hit Ratio: 67.31%, Max Drawdown: 1.29%
(30, 1, 2, -0.5, -0.5, 3, 3): Return: 3.24%, Hit Ratio: 65.62%, Max Drawdown: 1.3%
(30, 1, 2, -0.5, -0.5, 3.5, 3): Return: 3.24%, Hit Ratio: 65.62%, Max Drawdown: 1.3%
(100, 1.5, 1.5, 0.5, -0.5, 2.5, 3): Return: 3.23%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0.5, -0.5, 3, 3): Return: 3.23%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 3): Return: 3.23%, Hit Ratio: 68.57%, Max Drawdown: 1.15%
(100, 1.5, 1.5, 0, 0, 2.5, 3.5): Return: 3.21%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0, 0, 3, 3.5): Return: 3.21%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0, 0, 3.5, 3.5): Return: 3.21%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3.5): Return: 3.2%, Hit Ratio: 59.09%, Max Drawdown: 2.06%
(60, 1, 1.5, -0.5, -0.5, 3, 3): Return: 3.2%, Hit Ratio: 59.09%, Max Drawdown: 1.6%
(60, 1, 1.5, -0.5, -0.5, 3.5, 3): Return: 3.2%, Hit Ratio: 59.09%, Max Drawdown: 1.6%
(60, 1.5, 1.5, 0.5, 0.5, 3, 2.5): Return: 3.2%, Hit Ratio: 61.54%, Max Drawdown: 1.28%
(60, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 3.2%, Hit Ratio: 61.54%, Max Drawdown: 1.28%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.17%, Hit Ratio: 62.75%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 3.17%, Hit Ratio: 62.75%, Max Drawdown: 1.61%
(100, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 3.17%, Hit Ratio: 62.75%, Max Drawdown: 1.61%
(60, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 3.15%, Hit Ratio: 64.1%, Max Drawdown: 1.29%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 3.15%, Hit Ratio: 64.1%, Max Drawdown: 1.29%
(60, 1, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 3.14%, Hit Ratio: 58.82%, Max Drawdown: 1.54%
(100, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: 3.14%, Hit Ratio: 63.89%, Max Drawdown: 0.82%
(100, 2, 1.5, 0, -0.5, 3, 3.5): Return: 3.14%, Hit Ratio: 63.89%, Max Drawdown: 0.82%
(100, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: 3.14%, Hit Ratio: 63.89%, Max Drawdown: 0.82%
(60, 1.5, 1.5, 0, -0.5, 3, 2.5): Return: 3.13%, Hit Ratio: 67.57%, Max Drawdown: 1.29%
(60, 1.5, 1.5, 0, -0.5, 3.5, 2.5): Return: 3.13%, Hit Ratio: 67.57%, Max Drawdown: 1.29%
(30, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 3.12%, Hit Ratio: 72.22%, Max Drawdown: 1.14%
(60, 1.5, 1.5, 0, 0.5, 2.5, 3): Return: 3.1%, Hit Ratio: 65.85%, Max Drawdown: 1.75%
(30, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 3.09%, Hit Ratio: 67.57%, Max Drawdown: 1.75%
(30, 1.5, 1.5, 0, 0, 2.5, 2.5): Return: 3.06%, Hit Ratio: 62.16%, Max Drawdown: 1.75%
(60, 1, 1.5, -0.5, -0.5, 2.5, 2.5): Return: 3.06%, Hit Ratio: 60.47%, Max Drawdown: 2.06%
(100, 2, 1.5, 0.5, 0, 2.5, 3): Return: 3.06%, Hit Ratio: 67.65%, Max Drawdown: 0.74%
(100, 2, 1.5, 0.5, 0, 3, 3): Return: 3.06%, Hit Ratio: 67.65%, Max Drawdown: 0.74%
(100, 2, 1.5, 0.5, 0, 3.5, 3): Return: 3.06%, Hit Ratio: 67.65%, Max Drawdown: 0.74%
(30, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 3.05%, Hit Ratio: 67.86%, Max Drawdown: 1.31%
(30, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 3.05%, Hit Ratio: 67.86%, Max Drawdown: 1.31%
(30, 1, 1.5, 0, -0.5, 3, 2.5): Return: 3.03%, Hit Ratio: 68.29%, Max Drawdown: 1.29%
(30, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: 3.03%, Hit Ratio: 68.29%, Max Drawdown: 1.29%
(100, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: 3.02%, Hit Ratio: 69.7%, Max Drawdown: 0.51%
(100, 2, 1.5, -0.5, 0, 3, 2.5): Return: 3.02%, Hit Ratio: 69.7%, Max Drawdown: 0.51%
(100, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: 3.02%, Hit Ratio: 69.7%, Max Drawdown: 0.51%
(60, 1, 1.5, 0.5, 0.5, 2.5, 3): Return: 3.0%, Hit Ratio: 57.69%, Max Drawdown: 1.54%
(60, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 3.0%, Hit Ratio: 62.86%, Max Drawdown: 1.29%
(60, 1.5, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 3.0%, Hit Ratio: 62.86%, Max Drawdown: 1.29%
(30, 1.5, 1.5, 0, 0.5, 3, 2.5): Return: 2.96%, Hit Ratio: 68.42%, Max Drawdown: 1.29%
(30, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 2.96%, Hit Ratio: 68.42%, Max Drawdown: 1.29%
(30, 2, 2, 0.5, -0.5, 2.5, 3.5): Return: 2.96%, Hit Ratio: 68.42%, Max Drawdown: 1.14%
(60, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 2.95%, Hit Ratio: 59.62%, Max Drawdown: 1.6%
(60, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 2.95%, Hit Ratio: 59.62%, Max Drawdown: 1.6%
(100, 1.5, 1.5, 0, 0.5, 2.5, 3.5): Return: 2.95%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: 2.95%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: 2.95%, Hit Ratio: 67.5%, Max Drawdown: 1.14%
(100, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: 2.95%, Hit Ratio: 68.18%, Max Drawdown: 1.04%
(100, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 2.95%, Hit Ratio: 68.18%, Max Drawdown: 1.04%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: 2.95%, Hit Ratio: 68.18%, Max Drawdown: 1.04%
(30, 1, 1.5, 0, -0.5, 2.5, 3): Return: 2.94%, Hit Ratio: 68.89%, Max Drawdown: 1.76%
(60, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: 2.93%, Hit Ratio: 61.54%, Max Drawdown: 1.75%
(60, 1, 1.5, -0.5, -0.5, 2.5, 3): Return: 2.92%, Hit Ratio: 59.09%, Max Drawdown: 2.06%
(60, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: 2.92%, Hit Ratio: 66.67%, Max Drawdown: 1.14%
(100, 2, 2, -0.5, 0, 2.5, 3.5): Return: 2.92%, Hit Ratio: 68.42%, Max Drawdown: 0.58%
(100, 2, 2, -0.5, 0, 3, 3.5): Return: 2.92%, Hit Ratio: 68.42%, Max Drawdown: 0.58%
(100, 2, 2, -0.5, 0, 3.5, 3.5): Return: 2.92%, Hit Ratio: 68.42%, Max Drawdown: 0.58%
(100, 2, 1.5, 0, -0.5, 2.5, 3): Return: 2.9%, Hit Ratio: 65.62%, Max Drawdown: 0.9%
(100, 2, 1.5, 0, -0.5, 3, 3): Return: 2.9%, Hit Ratio: 65.62%, Max Drawdown: 0.9%
(100, 2, 1.5, 0, -0.5, 3.5, 3): Return: 2.9%, Hit Ratio: 65.62%, Max Drawdown: 0.9%
(60, 2, 2, 0, 0.5, 2.5, 3.5): Return: 2.89%, Hit Ratio: 75.0%, Max Drawdown: 1.14%
(30, 2, 2, -0.5, 0.5, 2.5, 3.5): Return: 2.88%, Hit Ratio: 73.68%, Max Drawdown: 1.14%
(30, 2, 2, 0, 0.5, 2.5, 3.5): Return: 2.88%, Hit Ratio: 73.68%, Max Drawdown: 1.14%
(60, 1.5, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 2.88%, Hit Ratio: 64.1%, Max Drawdown: 1.75%
(30, 1, 2, -0.5, 0, 3, 3): Return: 2.87%, Hit Ratio: 61.76%, Max Drawdown: 1.3%
(30, 1, 2, -0.5, 0, 3.5, 3): Return: 2.87%, Hit Ratio: 61.76%, Max Drawdown: 1.3%
(30, 2, 2, 0.5, 0, 2.5, 3.5): Return: 2.87%, Hit Ratio: 68.42%, Max Drawdown: 1.14%
(60, 1, 2, -0.5, -0.5, 3, 3.5): Return: 2.87%, Hit Ratio: 57.58%, Max Drawdown: 1.75%
(60, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 2.87%, Hit Ratio: 57.58%, Max Drawdown: 1.75%
(100, 1.5, 1.5, -0.5, 0, 2.5, 3): Return: 2.87%, Hit Ratio: 69.44%, Max Drawdown: 1.14%
(100, 1.5, 1.5, -0.5, 0, 3, 3): Return: 2.87%, Hit Ratio: 69.44%, Max Drawdown: 1.14%
