,date,avg_bid_non_us_before,avg_ask_non_us_before,avg_non_us_before,avg_bid_non_us_at,avg_ask_non_us_at,avg_non_us_at,avg_bid_us_before,avg_ask_us_before,avg_us_before,avg_bid_us_at,avg_ask_us_at,avg_us_at,ir
30,2015-05-15,7.75122,7.7513,7.75126,7.75122,7.7513,7.75126,7.75085,7.7509,7.750875,7.75085,7.7509,7.750875,
31,2015-05-18,7.75122,7.75131,7.751265,7.75126,7.75135,7.751305,7.7513,7.75139,7.751345,7.7513,7.75139,7.751345,
32,2015-05-19,7.75139,7.7514,7.7513950000000005,7.75139,7.7514,7.7513950000000005,7.75201,7.75208,7.752045000000001,7.75202,7.7521,7.75206,
33,2015-05-20,7.752280000000001,7.75235,7.752315,7.752280000000001,7.75235,7.752315,7.75247,7.752560000000001,7.752515000000001,7.75248,7.75255,7.752515000000001,
34,2015-05-21,7.75224,7.7523,7.752269999999999,7.75224,7.7523,7.752269999999999,7.75385,7.75391,7.7538800000000005,7.75385,7.75391,7.7538800000000005,
35,2015-05-22,7.75321,7.753260000000001,7.753235,7.75318,7.75323,7.753205,7.7518899999999995,7.751930000000001,7.7519100000000005,7.7518899999999995,7.75192,7.751905,
36,2015-05-25,7.7525699999999995,7.75265,7.75261,7.7525699999999995,7.75265,7.75261,7.75185,7.75195,7.7519,7.75185,7.75195,7.7519,
37,2015-05-26,7.752210000000001,7.752280000000001,7.752245,7.752280000000001,7.75235,7.752315,7.7525699999999995,7.752619999999999,7.7525949999999995,7.7525699999999995,7.752610000000001,7.75259,
38,2015-05-27,7.7522899999999995,7.75232,7.752305,7.75232,7.75235,7.752335,7.75475,7.75484,7.754795,7.754760000000001,7.75484,7.7548,
39,2015-05-28,7.75378,7.7538,7.75379,7.753760000000001,7.7538,7.753780000000001,7.75386,7.75395,7.753905,7.75386,7.75395,7.753905,
40,2015-05-29,7.75325,7.75333,7.75329,7.753260000000001,7.7533199999999995,7.75329,7.753360000000001,7.753480000000001,7.75342,7.75335,7.75347,7.753410000000001,
41,2015-06-01,7.7529,7.75294,7.75292,7.7528,7.75287,7.752834999999999,7.75588,7.75595,7.755915,7.75588,7.75595,7.755915,
42,2015-06-02,7.7549600000000005,7.755,7.75498,7.7549600000000005,7.755,7.75498,7.755839999999999,7.75595,7.755895,7.75585,7.75597,7.75591,
43,2015-06-03,7.7554300000000005,7.75547,7.75545,7.755439999999999,7.75545,7.755445,7.7533,7.75339,7.7533449999999995,7.7533,7.75338,7.75334,
44,2015-06-04,7.7533,7.75338,7.75334,7.7533,7.75338,7.75334,7.752210000000001,7.7522899999999995,7.75225,7.752210000000001,7.7522899999999995,7.75225,
45,2015-06-05,7.752160000000001,7.75225,7.752205,7.75218,7.752280000000001,7.752230000000001,7.7531,7.753189999999999,7.753145,7.7531,7.753189999999999,7.753145,
46,2015-06-08,7.7526399999999995,7.752739999999999,7.752689999999999,7.7526399999999995,7.752739999999999,7.752689999999999,7.75265,7.752739999999999,7.752694999999999,7.75265,7.752739999999999,7.752694999999999,
47,2015-06-09,7.75232,7.7523800000000005,7.75235,7.7523,7.75236,7.752330000000001,7.75237,7.75253,7.75245,7.7523800000000005,7.75254,7.75246,
48,2015-06-10,7.7530399999999995,7.753139999999999,7.753089999999999,7.7530399999999995,7.753139999999999,7.753089999999999,7.75281,7.75289,7.7528500000000005,7.75281,7.75289,7.7528500000000005,
49,2015-06-11,7.75258,7.75265,7.7526150000000005,7.75252,7.752610000000001,7.752565000000001,7.7529699999999995,7.7530600000000005,7.7530149999999995,7.7529699999999995,7.7530600000000005,7.7530149999999995,
50,2015-06-12,7.752510000000001,7.7526,7.752555000000001,7.752510000000001,7.7526,7.752555000000001,7.75315,7.75322,7.753185,7.75315,7.75322,7.753185,
51,2015-06-15,7.75323,7.75334,7.753285,7.75323,7.75334,7.753285,7.75259,7.75265,7.75262,7.75259,7.75265,7.75262,
52,2015-06-16,7.752560000000001,7.752619999999999,7.75259,7.75254,7.752619999999999,7.75258,7.75292,7.75299,7.752955,7.75292,7.75299,7.752955,
53,2015-06-17,7.7519800000000005,7.752000000000001,7.751990000000001,7.75197,7.752000000000001,7.751985,7.753019999999999,7.753089999999999,7.753055,7.753019999999999,7.753089999999999,7.753055,
54,2015-06-18,7.7523,7.7524,7.75235,7.7522899999999995,7.75232,7.752305,7.75275,7.752789999999999,7.75277,7.75275,7.752789999999999,7.75277,
55,2015-06-19,7.75252,7.752619999999999,7.7525699999999995,7.75253,7.752619999999999,7.752575,7.751519999999999,7.751580000000001,7.75155,7.751519999999999,7.751589999999999,7.751555,
56,2015-06-22,7.751689999999999,7.75175,7.75172,7.75168,7.75175,7.751715000000001,7.7511600000000005,7.7512300000000005,7.751195000000001,7.7511600000000005,7.7512300000000005,7.751195000000001,
57,2015-06-23,7.751189999999999,7.75126,7.751225,7.751189999999999,7.75126,7.751225,7.75247,7.75255,7.75251,7.75247,7.75255,7.75251,
58,2015-06-24,7.75307,7.75315,7.7531099999999995,7.7530600000000005,7.75315,7.753105,7.752560000000001,7.752619999999999,7.75259,7.75248,7.752560000000001,7.7525200000000005,
59,2015-06-25,7.75247,7.7525699999999995,7.75252,7.75247,7.7525699999999995,7.75252,7.75173,7.751810000000001,7.7517700000000005,7.75173,7.751810000000001,7.7517700000000005,
60,2015-06-26,7.751510000000001,7.75157,7.75154,7.7515,7.7515600000000004,7.751530000000001,7.75272,7.752789999999999,7.752755,7.75272,7.752789999999999,7.752755,
61,2015-06-29,7.752739999999999,7.75283,7.752784999999999,7.752730000000001,7.75283,7.7527800000000004,7.752330000000001,7.7524,7.752365,7.7523100000000005,7.75236,7.752335,
62,2015-06-30,7.752210000000001,7.752260000000001,7.752235000000001,7.7522,7.752260000000001,7.752230000000001,7.75232,7.7524,7.7523599999999995,7.75232,7.752389999999999,7.752355,
63,2015-07-01,7.75217,7.752269999999999,7.7522199999999994,7.75217,7.752269999999999,7.7522199999999994,7.7516,7.751639999999999,7.751619999999999,7.7516,7.751639999999999,7.751619999999999,
64,2015-07-02,7.752110000000001,7.75213,7.752120000000001,7.75212,7.75214,7.752129999999999,7.7514199999999995,7.751469999999999,7.7514449999999995,7.7514199999999995,7.751469999999999,7.7514449999999995,
65,2015-07-03,7.75192,7.751939999999999,7.75193,7.75192,7.751939999999999,7.75193,7.752560000000001,7.752610000000001,7.752585000000001,7.75259,7.75265,7.75262,
66,2015-07-06,7.75247,7.75252,7.752495,7.75247,7.75253,7.7524999999999995,7.75321,7.753260000000001,7.753235,7.7532,7.75325,7.7532250000000005,
67,2015-07-07,7.752999999999999,7.75303,7.7530149999999995,7.752999999999999,7.753019999999999,7.75301,7.7554,7.7554300000000005,7.755415,7.755510000000001,7.75558,7.755545000000001,
68,2015-07-08,7.7550300000000005,7.75506,7.755045000000001,7.755,7.7550300000000005,7.755015,7.753019999999999,7.7530600000000005,7.75304,7.752999999999999,7.7530399999999995,7.753019999999999,
69,2015-07-09,7.75315,7.75317,7.753159999999999,7.75315,7.75316,7.753155,7.75197,7.75201,7.75199,7.751930000000001,7.75197,7.751950000000001,
70,2015-07-10,7.75197,7.752000000000001,7.751985,7.75197,7.752000000000001,7.751985,7.75122,7.75126,7.75124,7.75122,7.75127,7.751245,
71,2015-07-13,7.751589999999999,7.75162,7.751605,7.751589999999999,7.75162,7.751605,7.75167,7.75172,7.751695,7.75168,7.75173,7.751705,
72,2015-07-14,7.75167,7.7517,7.751685,7.75168,7.751710000000001,7.751695000000001,7.75113,7.75117,7.75115,7.75115,7.7512,7.751175,
73,2015-07-15,7.7515600000000004,7.751589999999999,7.751575,7.751589999999999,7.75162,7.751605,7.750769999999999,7.75082,7.750795,7.750769999999999,7.75082,7.750795,
74,2015-07-16,7.750789999999999,7.75082,7.750805,7.750789999999999,7.75082,7.750805,7.75103,7.7510699999999995,7.751049999999999,7.75103,7.7510699999999995,7.751049999999999,
75,2015-07-17,7.75087,7.7509,7.750885,7.75087,7.750889999999999,7.7508799999999995,7.75051,7.75055,7.7505299999999995,7.75051,7.75055,7.7505299999999995,
76,2015-07-20,7.7504100000000005,7.750439999999999,7.750425,7.750380000000001,7.7504100000000005,7.750395000000001,7.751060000000001,7.7511,7.75108,7.75105,7.75109,7.75107,
77,2015-07-21,7.75104,7.751060000000001,7.75105,7.75105,7.7510699999999995,7.75106,7.75055,7.7506,7.7505749999999995,7.750539999999999,7.750589999999999,7.750564999999999,
78,2015-07-22,7.750610000000001,7.75064,7.750625,7.750610000000001,7.75064,7.750625,7.7507600000000005,7.750789999999999,7.750775,7.750769999999999,7.7508,7.750785,
79,2015-07-23,7.75045,7.7504800000000005,7.750465,7.750439999999999,7.75047,7.750455,7.75121,7.75125,7.75123,7.75122,7.75125,7.751234999999999,
80,2015-07-24,7.750839999999999,7.75087,7.750855,7.75085,7.75088,7.750865,7.75133,7.75138,7.751355,7.75133,7.75138,7.751355,
81,2015-07-27,7.75102,7.75104,7.75103,7.75104,7.751060000000001,7.75105,7.7508300000000006,7.75088,7.7508550000000005,7.75082,7.750889999999999,7.750855,
82,2015-07-28,7.75068,7.7507,7.7506900000000005,7.75068,7.7507,7.7506900000000005,7.75104,7.7510699999999995,7.751054999999999,7.751060000000001,7.75109,7.751075,
83,2015-07-29,7.75093,7.750960000000001,7.750945000000001,7.75093,7.750960000000001,7.750945000000001,7.75122,7.75127,7.751245,7.75122,7.75127,7.751245,
84,2015-07-30,7.7507600000000005,7.750789999999999,7.750775,7.7507600000000005,7.750789999999999,7.750775,7.751930000000001,7.75197,7.751950000000001,7.751930000000001,7.75197,7.751950000000001,
85,2015-07-31,7.75213,7.75214,7.752135,7.75212,7.75214,7.752129999999999,7.75288,7.75293,7.752905,7.75288,7.75293,7.752905,
86,2015-08-03,7.75197,7.752039999999999,7.752005,7.75197,7.752039999999999,7.752005,7.753260000000001,7.75329,7.753275,7.753260000000001,7.75329,7.753275,
87,2015-08-04,7.752860000000001,7.75288,7.752870000000001,7.75285,7.75288,7.752865,7.75333,7.753369999999999,7.753349999999999,7.75333,7.753369999999999,7.753349999999999,
88,2015-08-05,7.753939999999999,7.75397,7.7539549999999995,7.75393,7.75396,7.753945,7.75237,7.75242,7.752395,7.75237,7.75242,7.752395,
89,2015-08-06,7.7518899999999995,7.751930000000001,7.7519100000000005,7.75188,7.75195,7.751915,7.7511,7.75115,7.751125,7.751119999999999,7.7511600000000005,7.7511399999999995,
90,2015-08-07,7.75137,7.75139,7.751379999999999,7.75135,7.75138,7.751365,7.75219,7.75224,7.752215,7.75219,7.75224,7.752215,
91,2015-08-10,7.752389999999999,7.75242,7.7524049999999995,7.752389999999999,7.75242,7.7524049999999995,7.75272,7.75275,7.7527349999999995,7.75272,7.75275,7.7527349999999995,
92,2015-08-11,7.75287,7.752960000000001,7.752915,7.75312,7.753310000000001,7.753215000000001,7.7587600000000005,7.7588,7.75878,7.75873,7.758769999999999,7.758749999999999,
93,2015-08-12,7.76186,7.763719999999999,7.76279,7.76203,7.76341,7.76272,7.755789999999999,7.7558,7.755794999999999,7.755789999999999,7.7558,7.755794999999999,
94,2015-08-13,7.754239999999999,7.7546,7.75442,7.754239999999999,7.7546,7.75442,7.753369999999999,7.7534,7.753385,7.753369999999999,7.7534,7.753385,
95,2015-08-14,7.75263,7.75265,7.7526399999999995,7.75263,7.75265,7.7526399999999995,7.75587,7.755910000000001,7.755890000000001,7.75592,7.75597,7.755945,
96,2015-08-17,7.75673,7.75696,7.756845,7.75674,7.75696,7.75685,7.754639999999999,7.754689999999999,7.754664999999999,7.754639999999999,7.754689999999999,7.754664999999999,
97,2015-08-18,7.75392,7.754,7.753959999999999,7.753889999999999,7.75398,7.753935,7.7543,7.75435,7.754325,7.7543,7.75435,7.754325,
98,2015-08-19,7.75396,7.754010000000001,7.753985,7.75404,7.7541199999999995,7.75408,7.752389999999999,7.752460000000001,7.752425000000001,7.752389999999999,7.752460000000001,7.752425000000001,
99,2015-08-20,7.75248,7.75254,7.75251,7.75248,7.75254,7.75251,7.752330000000001,7.75236,7.752345,7.75236,7.75237,7.752365,
100,2015-08-21,7.75157,7.75167,7.75162,7.751580000000001,7.751689999999999,7.751635,7.75167,7.751689999999999,7.7516799999999995,7.75167,7.751689999999999,7.7516799999999995,
101,2015-08-24,7.752689999999999,7.752789999999999,7.752739999999999,7.75275,7.75281,7.75278,7.75299,7.75328,7.753135,7.752999999999999,7.7533199999999995,7.753159999999999,
102,2015-08-25,7.75097,7.75105,7.75101,7.75088,7.75103,7.750955,7.75143,7.75145,7.7514400000000006,7.75143,7.75145,7.7514400000000006,
103,2015-08-26,7.75098,7.75109,7.751035,7.75098,7.75109,7.751035,7.750939999999999,7.751289999999999,7.751114999999999,7.751,7.751339999999999,7.75117,
104,2015-08-27,7.75131,7.75139,7.75135,7.75131,7.75139,7.75135,7.75052,7.75057,7.750545,7.7505,7.75055,7.750525,
105,2015-08-28,7.75047,7.75057,7.75052,7.7504800000000005,7.750560000000001,7.750520000000001,7.75005,7.7500800000000005,7.750065,7.75005,7.7500800000000005,7.750065,
106,2015-08-31,7.75005,7.750089999999999,7.750069999999999,7.75005,7.750089999999999,7.750069999999999,7.750539999999999,7.7506,7.75057,7.750539999999999,7.750589999999999,7.750564999999999,
107,2015-09-01,7.75005,7.7500800000000005,7.750065,7.75005,7.75007,7.7500599999999995,7.75006,7.7500800000000005,7.750070000000001,7.75006,7.7500800000000005,7.750070000000001,
108,2015-09-02,7.7500100000000005,7.75007,7.75004,7.7500100000000005,7.75007,7.75004,7.750030000000001,7.75006,7.750045,7.750030000000001,7.75006,7.750045,
109,2015-09-03,7.75005,7.75013,7.75009,7.75005,7.75013,7.75009,7.7502,7.75024,7.7502200000000006,7.750210000000001,7.75025,7.75023,
110,2015-09-04,7.75034,7.7504,7.75037,7.75035,7.750430000000001,7.75039,7.750030000000001,7.75007,7.75005,7.750030000000001,7.75007,7.75005,
111,2015-09-07,7.750139999999999,7.75018,7.750159999999999,7.750139999999999,7.75018,7.750159999999999,7.75,7.75007,7.7500350000000005,7.75,7.75007,7.7500350000000005,
112,2015-09-08,7.7500100000000005,7.75007,7.75004,7.75,7.75007,7.7500350000000005,7.75113,7.75121,7.75117,7.7511399999999995,7.75121,7.751175,
113,2015-09-09,7.75109,7.7511399999999995,7.7511149999999995,7.7510699999999995,7.75113,7.751099999999999,7.7512,7.751239999999999,7.75122,7.751189999999999,7.7512300000000005,7.75121,
114,2015-09-10,7.75103,7.7511,7.7510650000000005,7.75103,7.75109,7.75106,7.75006,7.75011,7.750085,7.75006,7.75011,7.750085,
115,2015-09-11,7.75,7.75007,7.7500350000000005,7.75,7.75007,7.7500350000000005,7.75007,7.7500800000000005,7.750075000000001,7.75007,7.7500800000000005,7.750075000000001,
116,2015-09-14,7.75005,7.7501,7.750075,7.75005,7.7501,7.750075,7.75005,7.7500800000000005,7.750065,7.75005,7.7500800000000005,7.750065,
117,2015-09-15,7.75002,7.7501,7.7500599999999995,7.75002,7.7501,7.7500599999999995,7.75006,7.75011,7.750085,7.75006,7.75011,7.750085,
118,2015-09-16,7.75005,7.75011,7.7500800000000005,7.75005,7.7501,7.750075,7.75023,7.75025,7.75024,7.75023,7.75025,7.75024,
119,2015-09-17,7.7502699999999995,7.75035,7.75031,7.7502699999999995,7.75035,7.75031,7.75033,7.75035,7.75034,7.75033,7.75035,7.75034,
120,2015-09-18,7.7500800000000005,7.75016,7.750120000000001,7.7500800000000005,7.75016,7.750120000000001,7.75006,7.7501,7.7500800000000005,7.75006,7.750089999999999,7.750075,
121,2015-09-21,7.75,7.750089999999999,7.750045,7.75,7.750089999999999,7.750045,7.75005,7.7501,7.750075,7.75006,7.75011,7.750085,
122,2015-09-22,7.75005,7.75007,7.7500599999999995,7.75005,7.75007,7.7500599999999995,7.75006,7.7500800000000005,7.750070000000001,7.75006,7.7500800000000005,7.750070000000001,
123,2015-09-23,7.7500100000000005,7.750089999999999,7.75005,7.7500100000000005,7.750089999999999,7.75005,7.75005,7.7500800000000005,7.750065,7.75006,7.7500800000000005,7.750070000000001,
124,2015-09-24,7.750039999999999,7.7500800000000005,7.7500599999999995,7.750039999999999,7.7500800000000005,7.7500599999999995,7.75085,7.7509,7.750875,7.75085,7.750889999999999,7.750869999999999,
125,2015-09-25,7.75011,7.75018,7.750145,7.75011,7.75018,7.750145,7.7502,7.75024,7.7502200000000006,7.750210000000001,7.750260000000001,7.750235000000001,
126,2015-09-28,7.75035,7.75045,7.7504,7.75035,7.75045,7.7504,7.7503899999999994,7.7504100000000005,7.7504,7.75029,7.75033,7.75031,
127,2015-09-29,7.75015,7.75023,7.75019,7.750139999999999,7.7502,7.75017,7.75006,7.7501,7.7500800000000005,7.75006,7.7501,7.7500800000000005,
128,2015-09-30,7.7500100000000005,7.7500800000000005,7.750045,7.75002,7.7500800000000005,7.75005,7.75005,7.750089999999999,7.750069999999999,7.75005,7.7501,7.750075,
129,2015-10-01,7.750039999999999,7.75013,7.750085,7.750039999999999,7.75013,7.750085,7.750030000000001,7.7500800000000005,7.750055000000001,7.750030000000001,7.7500800000000005,7.750055000000001,
130,2015-10-02,7.75002,7.7500800000000005,7.75005,7.75002,7.75007,7.750045,7.7503899999999994,7.7504100000000005,7.7504,7.7503899999999994,7.75042,7.750405,
131,2015-10-05,7.75005,7.7500800000000005,7.750065,7.75005,7.7500800000000005,7.750065,7.75045,7.750489999999999,7.75047,7.7504800000000005,7.7505,7.75049,
132,2015-10-06,7.75,7.75006,7.750030000000001,7.75,7.75006,7.750030000000001,7.75015,7.750189999999999,7.750169999999999,7.75015,7.750189999999999,7.750169999999999,
133,2015-10-07,7.7500100000000005,7.7500800000000005,7.750045,7.7500100000000005,7.7500800000000005,7.750045,7.750139999999999,7.75018,7.750159999999999,7.750139999999999,7.75018,7.750159999999999,
134,2015-10-08,7.750039999999999,7.7500800000000005,7.7500599999999995,7.750039999999999,7.7500800000000005,7.7500599999999995,7.75006,7.750089999999999,7.750075,7.75006,7.750089999999999,7.750075,
135,2015-10-09,7.75002,7.7500800000000005,7.75005,7.75002,7.75007,7.750045,7.750139999999999,7.75016,7.75015,7.750139999999999,7.75016,7.75015,
136,2015-10-12,7.7501,7.75018,7.75014,7.7501,7.75018,7.75014,7.75005,7.75007,7.7500599999999995,7.750039999999999,7.75007,7.750055,
137,2015-10-13,7.7500100000000005,7.75012,7.750065,7.7500100000000005,7.75012,7.750065,7.750039999999999,7.75006,7.75005,7.750039999999999,7.75006,7.75005,
138,2015-10-14,7.750030000000001,7.750089999999999,7.7500599999999995,7.75,7.7501,7.75005,7.75005,7.7500800000000005,7.750065,7.75005,7.7500800000000005,7.750065,
139,2015-10-15,7.75005,7.7501,7.750075,7.75005,7.7501,7.750075,7.7500100000000005,7.75006,7.7500350000000005,7.7500100000000005,7.75006,7.7500350000000005,
140,2015-10-16,7.75002,7.75006,7.75004,7.75002,7.75006,7.75004,7.75002,7.75005,7.7500350000000005,7.750030000000001,7.75005,7.75004,
141,2015-10-19,7.75002,7.7500800000000005,7.75005,7.75002,7.7500800000000005,7.75005,7.75005,7.75006,7.750055,7.75005,7.75006,7.750055,
142,2015-10-20,7.75,7.75006,7.750030000000001,7.75,7.75006,7.750030000000001,7.75002,7.75007,7.750045,7.750030000000001,7.75007,7.75005,
143,2015-10-21,7.750030000000001,7.75011,7.750070000000001,7.750030000000001,7.75011,7.750070000000001,7.75006,7.7501,7.7500800000000005,7.75006,7.7501,7.7500800000000005,
144,2015-10-22,7.7500800000000005,7.75016,7.750120000000001,7.7500800000000005,7.75016,7.750120000000001,7.750030000000001,7.75006,7.750045,7.750030000000001,7.75006,7.750045,
145,2015-10-23,7.750039999999999,7.750089999999999,7.750064999999999,7.75005,7.7500800000000005,7.750065,7.75005,7.7500800000000005,7.750065,7.75005,7.7500800000000005,7.750065,
146,2015-10-26,7.75002,7.7500800000000005,7.75005,7.750030000000001,7.7500800000000005,7.750055000000001,7.750039999999999,7.7500800000000005,7.7500599999999995,7.750039999999999,7.7500800000000005,7.7500599999999995,
147,2015-10-27,7.7500100000000005,7.7500800000000005,7.750045,7.7500100000000005,7.7500800000000005,7.750045,7.750039999999999,7.7500800000000005,7.7500599999999995,7.750039999999999,7.7500800000000005,7.7500599999999995,
148,2015-10-28,7.75002,7.7500800000000005,7.75005,7.75002,7.7500800000000005,7.75005,7.75005,7.7500800000000005,7.750065,7.75005,7.7500800000000005,7.750065,
149,2015-10-29,7.750039999999999,7.7500800000000005,7.7500599999999995,7.750039999999999,7.7500800000000005,7.7500599999999995,7.750039999999999,7.750089999999999,7.750064999999999,7.750039999999999,7.750089999999999,7.750064999999999,
150,2015-10-30,7.75002,7.7500800000000005,7.75005,7.75002,7.7500800000000005,7.75005,7.7501,7.75011,7.750105,7.7501,7.75011,7.750105,
151,2015-11-02,7.75013,7.7502,7.750165000000001,7.7501,7.7502,7.75015,7.75029,7.75034,7.750315,7.7502699999999995,7.750319999999999,7.7502949999999995,
152,2015-11-03,7.750039999999999,7.750089999999999,7.750064999999999,7.750039999999999,7.750089999999999,7.750064999999999,7.75022,7.750260000000001,7.75024,7.75017,7.75022,7.750195,
153,2015-11-04,7.7505,7.750589999999999,7.750544999999999,7.7505,7.750589999999999,7.750544999999999,7.7504100000000005,7.75045,7.75043,7.750439999999999,7.7504800000000005,7.75046,
154,2015-11-05,7.750360000000001,7.75045,7.750405000000001,7.75035,7.75045,7.7504,7.750710000000001,7.7507600000000005,7.750735000000001,7.75073,7.750780000000001,7.750755,
155,2015-11-06,7.75088,7.75095,7.750915,7.75088,7.75095,7.750915,7.751519999999999,7.75162,7.751569999999999,7.751530000000001,7.75165,7.75159,
156,2015-11-09,7.75099,7.75105,7.7510200000000005,7.751,7.75109,7.7510449999999995,7.75218,7.75223,7.752205,7.75218,7.75223,7.752205,
157,2015-11-10,7.7516,7.75167,7.751635,7.7516,7.75167,7.751635,7.751180000000001,7.7512300000000005,7.751205000000001,7.75115,7.751189999999999,7.75117,
158,2015-11-11,7.75143,7.751539999999999,7.751485,7.751460000000001,7.751539999999999,7.7515,7.750960000000001,7.75099,7.750975,7.75098,7.751010000000001,7.7509950000000005,
159,2015-11-12,7.7505,7.75053,7.750515,7.75051,7.750560000000001,7.750535000000001,7.75055,7.75057,7.75056,7.75055,7.75057,7.75056,
160,2015-11-13,7.7500800000000005,7.75011,7.750095,7.75007,7.75011,7.75009,7.75093,7.75095,7.75094,7.75093,7.75095,7.75094,
